,0
11664,"Соня увщитэ ще̄мьяӈ та̄гыл Сӯкыръят о̄лыс, Наталя э̄ще о̄с тыт Ло̄пмуст о̄лыс, онтолов ня̄врам янмал­тас."
11665,"Омам Ольга Степанов­на, такви о̄парищ наме Албина, 1937 та̄лт самын патыс."
11666,Каӈкаге Василий ос Михаил яныг хо̄нтын вуйлувесы̄г.
11667,"Яныг аким Украина ма̄т тыпыс, Михаил юв ёхталас."
11668,Гена а̄п­щияныл Кульпаст о̄лыс.
11669,Ащо̄йкам Степан Кирилло­вич Албин Ло̄пмус хум.
11670,"Омагум-а̄тягум тыт акван-минасы̄г, са̄в ня̄в­рам янмалтасы̄г."
11671,"А̄тям са̄р э̄кватэ̄нтыл хӯрум пыг о̄щсыг – Валера, Спири­дон ос Петя, ётыл ма̄н самын патсув."
11672,"Яныг увщиюв Ира, тувыл Галя, Соня, ам, Лёня, Аня ос щар ма̄нь а̄пщирищув Миша."
11673,– А̄тян хо̄т рӯпитас?
11674,– Тав рыбакыг рӯпитас.
11675,"То̄нт туи порат хӯл алыщлан ма̄хум А̄с ну­пыл ке̄тыглаве̄сыт, а̄тяв о̄с тув яланта̄лыс, ма̄нав ёт тотыгластэ."
11676,Тав 1981 та̄лт а̄тимыг е̄мтыс.
11677,"Кӯр по̄хат хохса хартым ӯн­лыс, ка̄тыт ма̄нь пыге пувыстэ, илттыг сыме хотум е̄мтыс."
11678,"Омам ле̄ккар Сонька палт ха̄йтыс, ювле ёхтыгпе̄г, а̄тяв лылытэ оигпам."
11679,Ма̄н то̄нт пуссын иӈ ма̄ниг о̄лсув.
11680,"Омав 2001 та̄лт а̄тимыг е̄мтыс, давление а̄гмыл савалас."
11681,"Григорий э̄кватэ Эльвира Викторовна рущ нэ̄, китыгласлум, хотыл о̄лы, нэ̄ ла̄выс:
– Ам Челябинск ӯст самын патсум."
11682,"Омам Галина Лаптева, иӈ ма̄ниг о̄лмум порат, ме̄н Саран­па̄вылн ва̄нтлысаме̄н."
11683,"Омам тот хум ва̄рыс, йӣгрищагум ос а̄пщим самын патсыт – Таня, Олеся ос Вова."
11684,Яглаӈум саран хум.
11685,"Олеся йӣгри­щум Ха̄льӯсн о̄лмыгтас, о̄йкатэ̄нт кит ня̄врам янмалтэ̄г."
11686,"Таня ос а̄пщим о̄с ня̄вра­мыӈыг е̄мтсыг, Саран­па̄вылт о̄лэ̄г."
11687,"Ань ма̄шинаӈыг е̄мтсув, тэ̄лы порат тув ялантэ̄в."
11688,"– Эльвира Викторовна, ма̄ньщи па̄вылт о̄луӈ­кве наӈын мӯсты?"
11689,– Ло̄пмуст о̄лнэм ва̄т та̄лыг ты е̄мты.
11690,"Тыт ня̄врамагум яныгмасыг, Стёпа пыгме̄н 26 та̄лэ то̄влыс, Настяме̄н – 23."
11691,"Тэ̄н о̄выл классытт тыт ханищтахтасыг, тувыл Кульпас школат, интер­натт о̄лсыг."
11692,"Э̄лаль Ягрим колледжин минасыг, Стёпа тракторист-буль­дозерист тэ̄лан ханищ­тахтас, а̄гиме̄н ос ма̄нь ле̄ккарыг."
11693,"Па̄вылт рӯпата а̄тим, Настя Югорск ӯсн минас, тот рӯпиты."
11694,– Юн ма̄ньщи ла̄тӈыл потыртэгы̄н?
11695,"– Ам хунь тыг ущ ёх­ты­сум, 1994 та̄лт, то̄нт па̄выл ма̄хум сака по­тыр­тасыт ма̄ньщи ла̄тӈыл."
11696,"Ла̄пкан минэ̄гум, э̄кват акван-хо̄нтхатэ̄гыт, ма̄ньщи ла̄тӈыл паща­лах­тэ̄гыт, тэ̄ланыл урыл потыртэ̄гыт."
11697,"Ам та̄наныл хӯнтлым та лю̄лянтэ̄гум, амтиротум номсэ̄гум: татем нё̄тнэ ла̄тыӈ, вит хольт ови."
11698,"То̄ва ла̄тӈыт мощ торгамты­янум, ту­выл юв ёхтэ̄гум, хащта̄л ла̄тӈыт тетрадкан хансы­янум, Гришам китыг­лы­лум, ты манырсыр ла̄тӈыт, ань вос толмащлыянэ."
11699,"Хумус ёмащакв ла̄вуӈкве э̄ри, а̄нум та ханищтытэ."
11700,"Хунь Ольга Степановна о̄ныпум колн ёхтэ̄в, Гриша оматэ̄нтыл акваг ма̄ньщи ла̄тӈыл потыртасыг."
11701,"Тувыл ня̄врамагме̄н яныгмаӈкве патсыг, па̄выл ма̄хманув, янге-ма̄не, акваг рущ ла̄тӈыл потыртэ̄гыт, о̄йкам юн хотьютэ ёт потырты."
11702,Таима̄гыс юн ань мо̄рсыӈ порат ща̄нь ла̄тӈыл матыр ля̄гала̄лэ̄в.
11703,"Ань о̄йкам а̄гмыл харты, тӯяг инсульт а̄г­мыл е̄мталас, Нягань ӯсн тотыглавес, тот мощ пус­малтахтас."
11704,"Рӯпататэ̄ныл по̄хан минас, ле̄ккарытн пенсиян ке̄твес."
11705,"Юн пыг­ме̄н о̄лы, нё̄тавеме̄н, на̄ив-вит тоты, хӯл алыщлы, во̄раи."
11706,Ань потрув та оигпас.
11707,"Григорий Васильевич колта̄глэ̄н са̄в ёмас, сымыӈ ла̄тыӈ ла̄ве̄гум."
11708,"Ты я̄тил ма̄ньщи ма̄хум­ате̄­нув пуста̄гыл вос о̄лэ̄гыт, На̄й-О̄тыранылн вос ӯр­га­лавет!"
11709,Светлана РОМБАНДЕЕВА
11710,Округувт э̄лн о̄лнэ ма̄нь па̄влыӈ мир таквсы ёхтын пора сака ӯрияныл.
11711,"Лӯима̄т яныг таквс э̄тпост ащирмаӈыг е̄мты, осыӈ тӯйт патыглы ос я̄т я̄ӈкыл молях по̄лявет, то̄нт мо̄т па̄влыт ман ӯсыт мус яласан ма̄гыс тэ̄лы лё̄ӈхыт ты ва̄равет."
11712,"Туп юи-о̄выл та̄лытыт то̄румн ва̄рнэ хо̄талыт ка̄сыӈъе̄мт пе̄нтхатэ̄гыт, матах хо̄талыг ащирма­ӈыг е̄мталы, тувыл илттыг ма̄лтыпыг та е̄мтапи."
11713,"Э̄т сыс ма̄тэ ул кос я̄ӈкыг оратас, ёмщакв по̄лигла­вес ос лё̄ӈх тӯйтыл лап-тотавет."
11714,"Ос мощ ма̄лты­пыг е̄мтнэ̄тэ порат, ма̄тэ хот та толы."
11715,"Я̄т торыӈыщ осыӈ я̄ӈкыл о̄с иӈ ат поля­вет, ма̄хум тай ма̄шинал манос «бураныл» тыгле-тувле яласаӈкве кусэ̄гыт."
11716,"Тамле тэ̄ла сака пилыщ­маӈ, ань я̄ӈк иӈ во̄вта, на̄н мощ ла̄щмартыг о̄лэ̄н!"
11717,Ань МЧС служба-колт рӯпитан хо̄тпат ты ва̄р­малит уральтым о̄ньщи­яныл.
11718,"Та̄н ла̄ве̄гыт, я̄т осыӈ я̄ӈкыл ёмщакв по̄льнэ ма̄гыс са̄в а̄щирма ва̄рнэ хо̄та­лыт вос о̄лнувыт."
11719,"Я̄ӈк 10 сантиметра осытыл по̄­ляве ке, то̄нт ущ э̄лум­хо̄лас я̄ хосыт ё̄мыгтаӈкв ве̄рми."
11720,"Тувыл щар осыӈ я̄ӈк атырхарииг на̄ӈки, ос я̄ӈкхарпаг ке о̄лы, тав иӈ во̄вта."
11721,То̄ва хо̄тпат тай уральтахта̄л хӯл няслын ма̄гыс я̄н та̄ра та минэ̄гыт.
11722,"Ма̄хумаквет, та яныт ёмас ва̄ре̄н, я̄ ӯлтта миннэ лё̄ӈхын о̄влэ̄т ёмащакв ураль­тэлы̄н."
11723,То̄рум ва̄рнэ хо̄талыт та̄ра-паттым о̄ньще̄н ос на̄нки халытн хӯлтыг­лахтым о̄лэ̄н.
11724,Ма­тыр пилыщмаӈ тэ̄ла е̄м­тум порат 112 номер щирыл свонитаӈкве а̄лы­ме̄н.
11725,Пуста̄гыл ос акваг уральтахтым о̄лэ̄н!
11726,Тамара МЕРОВА
11727,"Ам намум Алгадьева Надя, ам 8 классыт ха­нищ­тахтэ̄гум."
11728,"Ам щāня­гум-а̄щагум, ягпыгум, щаще̄квам ос мо̄т рӯта­нум, ма̄н пуссын Хулюм­сӯнт па̄вылт о̄лэ̄в."
11729,"Па̄влувт о̄лы: ишкола, садик, по̄льница, бассейн, газо­компрессорный станция."
11730,Хулюмсӯнт Та̄гт ва̄тат о̄лы.
11731,"Ма̄н я̄в са̄в хӯл о̄ньщи: нялк, а̄лн, ӯнс, сӯкыр, сымри, сорт, сыг, хулюм­хӯл, ка̄сэв, та̄рка, лоӈсаӈ."
11732,"А̄тям наме Леонид, то̄ва порат хӯл ня̄слаӈкв аквъёт ялантыме̄н."
11733,Ам сака ка̄саще̄гум Та па̄в­лувн ялантаӈкв.
11734,Та-па̄выл - ты Ме̄ӈквъя па̄выл.
11735,"Ма̄к Ме̄ӈквъя ма̄хмытн па̄в­лув акваг наме̄тыл ла̄вуӈкв ат ро̄ви, таима̄­гыс па̄влув са̄в мо̄т нам о̄ньщи: Та-па̄выл, А̄ри-ва̄т па̄выл, Иныг йӣв – ля̄мйӣв па̄выл, Лӯйпа̄выл."
11736,"Ма̄к Ме̄ӈквъя па̄выл алыннув Ме̄ӈквъя я̄тэ̄т о̄лыс, Тэ̄лы па̄влыг ла̄в­вес, яныг о̄пам йис рӯ­танэ та̄н о̄лум ма̄­ныл о̄лыс."
11737,"О̄па­гум-щаще̄к­вагум о̄с тот о̄лсы̄г, мис­лув о̄щсы̄г."
11738,"Кāсыӈ таквсы-тӯя тыгле-тувле ва̄нтала̄­луӈкв э̄рыс: тэ̄лы - тэ̄лы па̄вланылт о̄лсыт, туи – туи пāвланылт."
11739,"Тувыл о̄па­гум-щаще̄квагум Хулюм­сӯн­тын вāнтласы̄г, тох тэ̄лы па̄влув хот та пор­ныс."
11740,"О̄пам наме Илья Ни­китич Алгадьев, щаще̄к­вам - Галина Кон­стан­ти­новна Алгадьева."
11741,"Та-па̄влувн тай ма̄н кāсыӈ ӯщлахтын хо̄та­лытт ялантэ̄в: тот хӯл алыщлэ̄в, пил ва̄тэ̄в ос нас ӯщ­лахтэ̄в."
11742,Па̄влув лап ул вос яныгмаве – āтям кāсыӈ тув па̄вылкан пуме хот-са̄гритэ.
11743,Таи­ма̄гыс па̄вылканув щар сыстам ос ха̄ра.
11744,"Пāвлув ма̄тэ сака нё̄тнэ ма̄: акв па̄лэ Та̄гт я̄н ӯн­лаве, мо̄т па̄лэ урайн ё̄ӈхаве, пāвыл сыс-па̄лэ яныг ос карыс хо̄втытн яныгмаве."
11745,"Тӯяг яныг вит порат пāвыл котильт о̄с акв тӯр а̄мари, ма̄н тай ма̄ньха̄пыл тот маткем та товыгтэ̄в."
11746,Ма̄н ётув Хулюмсӯнт па̄вылт ане̄квав о̄с о̄лы.
11747,"Ане̄квам наме Александра Васильевна Анямова, такви ве̄рмуме порат Ке̄расколыӈъя па̄вылт о̄лыс."
11748,Ке̄расколыӈъя па̄­выл сака нё̄тнэ ма̄т о̄лы.
11749,"Па̄выл сыс-па̄лэ яныг таргыӈ сӯйн ё̄ӈхаве, акв па̄лэ Нё̄рытн ӯнлаве."
11750,Па̄влыӈ сӯй сып ёлы-пāлт со̄съял яныт ма̄нь я̄рищ – Ке̄рас­колыӈ я̄ овты.
11751,Ке̄расколыӈ я̄ Лусум я̄н паты.
11752,Я̄н патнэ ма̄тэ ляпат яныг ке̄раскол о̄лы.
11753,Таимāгыс я̄тэ ос па̄влэ тащир та ла̄­вавег.
11754,Ке̄расколыӈъя па̄­выл ам ащо̄йкам Николай Васильевич Анямов тав ва̄рыглам па̄влэ.
11755,Мощ мо̄лтынув мус тыт 8 о̄лнэ кол о̄лыс.
11756,"Ань тыт о̄лум ма̄хум пуссын Висумтыт па̄вылн ва̄нтласыт, тот йильпи о̄лнэ колыт хо̄н па̄лыл ӯнттуве̄сыт."
11757,"Ане̄к­вам мо̄т па̄вылн ва̄нтлаӈ­кв ат таӈхи, такви о̄лум ко­лэ̄т о̄лы."
11758,"Тав ань та̄ланэ са̄выг е̄мтсыт, ва̄­тихал āгмыл харты, во̄р па̄вылт таве̄н та̄рви­таӈ о̄луӈкв, таи­ма̄гыс таквсы, тэ̄лы, тӯя сыс ма̄н палтув Ху­люмсӯнт па̄вылт о̄лы, туп туи порат такви па̄в­лэ̄н о̄луӈкв яланты."
11759,Ам о̄с ка̄сыӈ тув ане̄­квам ос омам ёт Ке̄рас­колыӈ па̄вылн ялан­тэ̄гум.
11760,Ка̄сыӈ тув ма̄н ётув о̄с Настя āӈква̄гим о̄лы.
11761,Тот интер­нет ос телевизор а̄тим.
11762,"Таима̄гыс ме̄н Настял сāвсыр ёнгытыл ёнгиме̄н, āканьлахтыме̄н, а̄кань супыт ю̄нтыме̄н, аквъёт пил ва̄тыме̄н, ла̄хс аты­ме̄н, вит тотыме̄н, а̄ны-са̄­ныт пе̄ра­манил ловты­ме̄н, ане̄к­ваме̄н акваг онтастыл­ме̄н."
11763,Тох та ма̄н о̄лнэ ма̄ке­нувт о̄лэ̄в!
11764,"Н.Алгадьева, 13 тāл
Хулюмсӯнт пāвыл"
11765,Надежда Константиновна Захарова Ха̄льӯс район Ягрим па̄вылт о̄лы.
11766,"Тав ётэ хосат та̄гыл ва̄йхатэ̄в, э̄ква о̄лупсатэ урыл потрыт газетавт хансыгласӯв."
11767,"Такви самын патум Ялъюс па̄влэ урыл ос хумус ма̄ньщи мирув пе̄с накыл о̄лыс, а̄ще хо̄т хо̄нтлыс, тыи пуссын потырта̄лыс."
11768,"Ма̄н ва̄глӯв, тав ма̄ньщи газетав аквписыг ӯритэ ос са̄всыр ля̄ххыт, потрыт ловиньтыянэ."
11769,"Ягримт тав э̄ще Клара Константиновна Пуховец о̄лы, тэ̄н а̄ги о̄парищ наме̄н Саратиныг о̄лыс."
11770,Ягāгииг ма̄ньщи колта̄г­лыт яныгмасы̄г ос ща̄нь ла̄тыӈ ва̄гтэ̄н.
11771,"Тувыл ла̄­ве̄г, ма̄ньщи хо̄тпанув ёт ва̄щинтахтын порат акваг ща̄нь ла̄тӈыл по­тыртаӈ­кве таӈхе̄г."
11772,"Ань яныгпа̄лаг о̄лнэ хо̄тпа ма̄гыс, ва̄им, щар мо̄т пора е̄мтыс, ма̄хум та̄нки халанылт мо̄рсыӈыг ак­ван-хо̄нтхатыглаӈкве патсыт."
11773,"Та̄н хащта̄л а̄гм ма̄гыс юв я̄ртве̄сыт, ос ма̄ньлат хо̄тпат хольт ищхӣпыӈ ут ляльт ӯнлан­тэ̄гыт."
11774,"Тувыл тот матыр пӯ­мыщ о̄лы ман а̄ти, матум­па̄ла хо̄тпат ищхӣпыӈ утн кащилтаӈкве о̄с пат­ве̄сыт."
11775,"Тох Надежда Захарова ос Клара Пуховец апганэ̄н «Одноклассники» рущ ло̄псын хасылтавесы̄г, тувыл хумус маныр ва̄­руӈкве э̄ри, мощ ханищ­тавесы̄г."
11776,"То̄ванакт тот ня̄вра­маныл, апганыл ос рӯта­ныл ёт хо̄нтхатыглэ̄гыт, ху­рияныл сунсэ̄гыт."
11777,"Мо̄­лал­нув Надежда Кон­стантиновна «Ханты Манси Мир» группан хас­хатам, Клара Константи­новна ма̄н о̄с тув ӯрилӯв."
11778,"Ка̄сыӈ та̄л ре̄тыӈ ю̄с­вой э̄тпост сосса ма̄хум ща̄нь ла̄тӈыл диктант хансуӈкве во̄выглавет, тэ̄н о̄с тув ялантэ̄г."
11779,"Ма̄нь­лат ма̄ньщит тахольт о̄с ща̄нь ла̄тӈыл пӯмщалах­туӈ­кве патсыт, матыр-а̄ти о̄вылтыт китыглахтэ̄гыт, матыр щаквщуӈкве ха­нищ­тахтэ̄гыт."
11780,Пуссын ты ва̄р­малит ма̄гыс э̄лаль о̄лнэ ёмас номт тотэ̄гыт.
11781,"Тӯяг, яныгпо̄ль э̄тпос ва̄т нупыл нила хо̄талт, Надежда Константино­вна Захарова 80 та̄лэ то̄влыс."
11782,"Ты кастыл ма̄н таве янытлылӯв, о̄с са̄в со̄тыӈ, са̄в щуниӈ та̄л э̄лаль о̄луӈкве ла̄вилӯв."
11783,"Надежда Константино­вна «Игримский» нампа совхозт мис поснэ нэ̄г са̄в та̄л рӯпитас, хосат та̄гыл пенсиян патхатас."
11784,Ня̄врамаге а̄тимыг е̄мтме юи-па̄лт такви апганэ янмалтас.
11785,"Клара Константино­вна ма̄ньполь э̄тпос ва̄т нупыл са̄т щислат нам­хо̄талэ о̄лыс, тав 78 та̄лэ то̄влыс."
11786,"1965 та̄лт Сале­хард ӯст зооветеринар­ный техникум а̄стлас, тувыл акв тот совхозт рӯпитас, ӯйхулыт пус­малтас."
11787,"Тав о̄с пенсият о̄лы, мо̄лты та̄лт о̄йкатэ а̄ти­мыг е̄мтыс."
11788,"Акв а̄гитэ̄н Ягримт о̄лы, мо̄танэ Бело­ярский ӯст о̄лы."
11789,"Саратин увщииг-э̄щиг тэ̄нки кол по̄ханэ̄нт тэ̄п­кан о̄ньще̄г, туи сыс тот матыр-а̄ти янмалтэ̄г."
11790,"Ма̄ньлатыг о̄лме̄н порат тэ̄нки хӯл няслуӈкве сака тахсы̄г, пасананыл акваг хӯлыл та̄глэ̄кв о̄лыс, по̄­лям хӯл тэ̄сыт, исмит па̄й­тсыт, хӯлыӈ ня̄нь ва̄рсыт."
11791,"Тэ̄н ла̄внэтэ̄н хольт, то̄нт о̄лупса та̄рвитнув о̄лыс кос, ос ма̄хум са̄в рӯпитаманыл хосыт олн сэ̄лсыт."
11792,"Ты коныпал хӯл алыщлым, во̄раим ще̄мь­яныл тыттуӈкве ве̄рмы­сыт."
11793,Ма̄хум та̄нки хала­нылт юртыӈыщ о̄лсыт.
11794,"Ань о̄с аквта ке̄мыл пус­сын э̄лаль о̄лнувыт ке, ёмас посыӈ хо̄тал э̄лум­хо̄лас о̄щнув."
11795,Матумпа̄ла хо̄тпа ла̄вум ла̄тыӈ хӯнт­луӈкве э̄ри.
11796,Тамара Мерова
11797,Дмитрий Никитович Русскин ще̄мьяӈ та̄гыл Сургутский район пе̄с йис ма̄тэ̄т са̄лыянэ ӯргалым о̄лы.
11798,Ты ханты хум палт ам мо̄т ля̄ххал тотнэ ма̄хум ёт 2012 та̄лт ялсум.
11799,"Таса̄вит та̄л ювле хультыс, ты тӯя тав ётэ  Салехард ӯст хо̄нтхатыгласум, то̄нт Россия янытыл о̄лнэ мощщаг хультум мирыт яныг сапра̄нин та ӯст акван-атхатыгласыт."
11800,"Са̄лыӈ хум хумус ань о̄лы, тох таи потыртас:
– Ме̄н э̄кваме̄нтыл яныгса̄т арыгкем са̄лы ань о̄ньщиме̄н."
11801,"Во̄рт ул вос ха̄йтыгтасыт, ла̄кква ул вос миныгласыт, яныг пӯсасыл ва̄рсанум."
11802,"Ам ляпамт ма̄-во̄й но̄х-винэ ма̄хум рӯпитэ̄гыт, тыи­ма̄гсыл во̄рн са̄лыянув ат та̄ртыянӯв, акв ма̄т о̄ньщиянӯв."
11803,Ам 1992 та̄л па̄сныл ма̄-во̄й но̄х-винэ компа­ни­ят ёт соглашение-нэ̄пак щирыл рӯпитэ̄гум.
11804,"О̄влэ̄т тыт «Ноябрьскнефтегаз» нампа компания ам о̄лнэ ма̄мт ма̄-во̄й но̄х-вис, ань «Лукойл» ёхтыс."
11805,"О̄влэ̄т нефтяникыт ёт акван-потыртахтуӈкве щар ат ве̄рмысӯв, та̄н ётаныл сака воритотсӯв."
11806,"Ма̄-во̄й но̄х-винэ ма̄хум ма̄навн щар ат хӯнтлысыт, ма̄н та̄наныл ат хӯлсӯв."
11807,Таса̄­вит та̄л сыс та̄н ёта­ныл потыр­тахтуӈкве мощ хань­щувласӯв.
11808,О̄лнэ пе̄с йис ма̄в хо­сат та̄гыл амки нупылум хансыслум.
11809,"Ты э̄лы-па̄лт  округувт во̄рт о̄лнэ сосса ще̄мьят акв реестрын пуссын хасве̄сыт, ам нэ̄­па­канум ке̄тсанум о̄с тув хасхатсум, рущ ла̄тӈыл ты ва̄рмаль – «Реестр территорий тради­цион­ного природо­пользова­ния ХМАО-Югры» ла̄ваве."
11810,Ме̄н ляпаме̄нт а̄гиме̄н ос увщим са̄лы ӯрим о̄лэ̄г.
11811,Тэ̄н ще̄мьянэ̄н ёт о̄с ам палтум хансым о̄лэ̄г.
11812,"Ань нё̄таве̄в кос, олныл ойтаве̄в, моторыл, «Бураныл», ха̄пыл та̄ста­ве̄в, са̄лыянув комбикор­мыл ёвтавет."
11813,"Тувыл таи лю̄ль, ма̄н палтув рӯтанув манос мӯй ма̄хманув ёх­талаӈкве ке тахмае̄гыт, нас тох ат та̄ртавет."
11814,Ты э̄лы-па̄лт а̄нумн пропуск-нэ̄пак та̄н ма̄гсыланыл ма̄-во̄й но̄х-винэ компа­ният ва̄руӈкве э̄ри.
11815,"Тувыл ма̄н палтув ма̄нь ма̄шинал ёхталаӈкве туп ве̄рме̄гыт, яныг ма̄шинат тыг щар ат та̄ртавет."
11816,Ам амки кит «Камаз» яныг ма̄шинаг о̄ньще̄гум.
11817,Ты ма̄шинал то̄ва порат комбикорм ос мо̄т яныг пормасыт ма̄г­сыл ялан­та̄лэ̄гум.
11818,"Ам о̄с ла̄вве̄сум, яныг ма̄ши­нам ма̄гсыл пропуск-нэ̄пак вос ва̄ре̄гум."
11819,"Ам тай та̄ра ювле ла̄всум, пе̄с йис пора та̄гыл рӯтанум ос омам-а̄тям тыт о̄лсыт, ам тыт самын патсум, яныгмасум, ня̄враманум тыт о̄лэ̄гыт, амки о̄лнэ колум мус пропуск-нэ̄пак ва̄руӈкве щар ат патэ̄гум."
11820,"То̄нт «Лукойл» кӯщаит палт свонитасум, ты юи-па̄лт нэ̄мхотьют ты нэ̄пак воссыг ат во̄ви."
11821,"Мо̄т ма̄т о̄лнэ рӯтанум ос мӯй ма̄хманум ма̄гсыл тай пропуск ва̄ре̄гум, ты нэ̄­пак та̄л ам палтум ат та̄р­тавет."
11822,"Ам са̄лы ӯрим ань о̄лэ̄гум, хӯл тэ̄нэ ма̄гсыл туп пуве̄гум."
11823,"Ты э̄лы-па̄лт са̄лыянув хӯлыл тытты­санӯв, ань комбикормыл тотаве̄в, са̄в хӯл воссыг ат э̄ри."
11824,Юи-о̄выл та̄лыт хащта̄л ма̄хум тыт яласэ̄­гыт ос пе̄с йӣс ма̄т о̄лнэ хантыт палт хӯл ёвтэ̄гыт.
11825,Тувыл хӯл ма̄гсыл сака мощща олн ойтэ̄гыт.
11826,То̄ва ма̄хманув та̄ра тонна хӯл тув тыналэ̄гыт.
11827,"Ам акваг китыглыянум, манрыг тох ва̄ре̄гыт, тыт таса̄вит та̄л нефтяникыт рӯпитэ̄гыт, тох я̄т хӯл мощща хуль­тыс, та̄н хультум хӯланув э̄лаль тыналыяныл."
11828,Пе̄с ма̄х­манув нэ̄мхуньт тох ат ва̄­рыгласыт.
11829,"Э̄лаль тох капыртаӈкве ке патэ̄гыт, я̄т, тӯрыт хӯл та̄л хуль­туп­тыяныл."
11830,Во̄раяӈкве ань о̄с сака ат ялантэ̄гум.
11831,"То̄ва по­рат щёпыр тэ̄нэ ма̄гсыл па̄тамтэ̄гум, тувыл та."
11832,"Ань во̄рт хультум ӯйхулыт ке алыянув, ня̄враманувн маныр хульты?"
11833,"Ты ва̄рмаль урыл хунь номсэ̄гум, сымум сака а̄гмыӈ."
11834,"Нефтяникыт ам о̄лнэ ма̄м по̄хат хумус рӯпитэ̄­гыт, акваг уральтыянум."
11835,"Лю̄ль ке ва̄ре̄гыт, ма̄-вит ке па̄ӈктэ̄гыт, та̄ра кинан по̄слэ̄гум манос хури ва̄­ре̄гум ос кӯщаит палт ке̄­тэ̄гум."
11836,"Ань ты компаният яныг штраф-олныл хан­са­вет, тыима̄гсыл ань мощ пилуӈкве патсыт, мӯс­халыг рӯпитэ̄гыт, ма̄-вит ӯргалэ̄гыт."
11837,Д.
11838,Н.
11839,Русскин пе̄с йис ма̄тэ̄т ты туи «IT-стой­бище» нампа проект хосыт интернетыл тах ва̄раве.
11840,"Ты ва̄рмаль урыл тав ла̄выс:
– Ань ма̄хум ты ищ­хӣпыӈ утыт нупыл сун­сым акваг ӯнлэ̄гыт, ла̄­ве̄гыт, тот сака пӯмащ, тамле утыл ке ва̄раве̄в, са̄­лыянув урыл хот-ёрув­лэ̄в (мувиньты)."
11841,"Тамле ва̄рмаль ань тай со̄ль э̄ри, апыг­рищанум юн о̄лым ты ищхӣпыӈ ут хо­сыт ха­нищтахтуӈкве тах ве̄р­ме̄гыт ос ма̄нь та̄гыл ин­тер­натын ке̄туӈкве та̄­наныл ат э̄ри."
11842,Людмила Теткина
11843,"Омам ань отпускат о̄лы, ам о̄с ӯщлахтэ̄гум."
11844,Таима̄гыс ме̄н ома­ме̄н­тыл Тюмень ӯсн увщим палт минасаме̄н.
11845,Ты э̄лы-па̄лт Ханты-Мансийск ӯсн хо̄иглас­ме̄н.
11846,"Тот ӯс хосыт мощ ё̄мыгтасме̄н, тувыл «Ма̄-вит ос Э̄лумхо̄лас» нампа музейн ялсуме̄н."
11847,"Ты сака пӯмыщ кол, а̄нумн тот мӯстыс."
11848,"О̄влэ̄т во̄рт о̄лнэ ӯйху­лыт, ӯйрищит суссыл­тан колнакн щалтсасме̄н, тот та̄н хурияныл ка̄салас­ме̄н ос та̄н турсуяныл хӯнт­лысме̄н."
11849,"То̄ва во̄руит ва̄санум кос, ос амки самагумтыл нэ̄мхуньт ат ва̄щинтасанум, ань хумус хотьют э̄рги, ро̄ӈхи – хӯлсанум."
11850,Тувыл Э̄лум­хо̄лас кивре» нампа сус­сылтапн щалтсуме̄н.
11851,"Тот о̄с сака пӯмыщ о̄лыс, са̄в тэ̄лат ва̄ӈкве патсум, суссылтап ме̄наме̄н сака мӯстыс."
11852,Э̄типа̄лаг ме̄н автобусн та̄лсуме̄н ос Тюмень ӯсн та минасме̄н.
11853,"Тыт ам «Туи, туи» нампа аквапаркын ялуӈкве сака тахсум."
11854,"Ты щар ёмас аквапарк, мо̄т акв тамле пувлын ма̄ нэ̄мхо̄т ат ва̄щинтасум."
11855,"Тот а̄нумн я̄ ов хосыт пувлуӈкве, джакузи вит кивре̄т ӯнлантаӈкве ос сыресыр тахсын ма̄ныл витн порыгмаӈкве сака мӯстыс."
11856,Таса̄вит ща̄гт о̄лыс!
11857,"Туи пора иӈ мины, ам ань э̄лаль ӯщлахтэ̄гум."
11858,Саранпа̄вылн ане̄квамн ос ащо̄йкамн паща ла̄тыӈ ке̄тэ̄гум.
11859,"Коля Гоголев,
10 та̄лэ, Саранпа̄выл"
11860,"Пе̄с йис па̄сыл  ханты ос ма̄ньщи ла̄тӈыг мо̄т хо̄н ма̄хумн ханищтавег, потранув нэ̄пакн хансавет."
11861,"Венгр нэ̄ Марта Чепреги Сургут ляпат о̄лнэ ханты ма̄хум ла̄тӈаныл ханищты, ты ла̄тӈыл потыртаӈкве ве̄рми."
11862,"Тав 1992 та̄л па̄сыл ханты ла̄тыӈ сургутский диалектэ ва̄г, са̄в научный рӯпата ва̄ри, нэ̄пакыт та̄раты."
11863,"Та па̄сыл тав ка̄сыӈ туи Сургутский районт о̄лнэ са̄лыӈ ма̄хум палт ёхталас, ла̄тӈаныл ёл-хансыс."
11864,"Тав ма̄ньлат венгрыт тув тотыглас, та̄наныл такви ва̄рнэ рӯпататэ̄н ханищтасанэ."
11865,"Мо̄лты та̄л оигпам по­рат Марта Чепреги 70 та̄лэ то̄влыс, таве янытлан ма̄гыс ань тӯяг Венгрият ялпыӈ хо̄тал ва̄рыглавес, тав рӯпата ма̄хманэ, ру­манэ, юртанэ ос ляпа ма̄х­манэ ёхталасыт, таве яныт­ласаныл, са̄в сымыӈ ла̄тӈыл ла̄ввес."
11866,"Хумус тав янытлаве ос э̄сгаве, ма̄н округувныл тав нупылэ ищхӣпыӈ ут хосыт суссув."
