|target|source
522|Тōнт нāнан хотъют ке лāви: “Сунсэ̄н, тыт-ты Кристос!” манос: “Кристос тот-та!” – ул агтэ̄н.|Тогда, если кто вам скажет: вот, здесь Христос, или: вот, там, --не верьте.
523|Та порат лāплахтын мāхум танкинāнаныл Кристосы̄г манос Тōрум лāтыӈ тотнэ хумы̄г ловиньтыя̄ныл. Тāн сāвсыр пōсыт ос ōлыглаттāл накыт сусылтаӈкве патэ̄гыт, Тōрумын пēриим хōтпат лāплан мāгыс.4|Ибо восстанут лжехристы и лжепророки и дадут знамения и чудеса, чтобы прельстить, если возможно, и избранных.
524|Сунсэ̄н! Мāныр э̄лаль ēмты, Ам нāнан пуссын та лāвсум.|Вы же берегитесь. Вот, Я наперед сказал вам всё.
525|Ты саватпи юи-пāлт “хōтал турманлы, э̄тпос постуӈкве ат паты.|Но в те дни, после скорби той, солнце померкнет, и луна не даст света своего,
526|Совтыт тōрум харныл ёл-патыглэ̄гыт, тōрум ё̄ранэ торгэ̄гыт”.|и звезды спадут с неба, и силы небесные поколеблются.
527|Тōнт мāхум Э̄лумхōлас Пы̄г кāсалыяныл, тулыт халт, сāв ё̄рэ ёт.|Тогда увидят Сына Человеческого, грядущего на облаках с силою многою и славою.
528|Тōнт тах Тав ангеланэ кēтыянэ ос нила мā ēр пāлныл ос тōрум ēр пāл мус ос пēриям мāхманэ акван-атыя нэ.|И тогда Он пошлет Ангелов Своих и соберет избранных Своих от четырех ветров, от края земли до края неба.
529|– Смоковница-йӣвныл ханисьтахтэ̄н: тав тованэ кāминьты̄г ēмтнэ порат лӯптатал нэ̄главе. Нāн ань ваглы̄н, мосēртын туиӣг ты ēмты.|От смоковницы возьмите подобие: когда ветви ее становятся уже мягки и пускают листья, то знаете, что близко лето.
530|Тыт ōс тох: хунь касалылын, пуссын Ам лāвмум сирыл ēмтуӈкве паты, вāглы̄н, ань юи-ōвыл хōталыт ты ёхтысыт.|Так и когда вы увидите то сбывающимся, знайте, что близко, при дверях.
531|Сōль нāнан Ам лāвēгум: ты нак ēмтнэ э̄лы-пāлт ты э̄лумхōлас рут ат холы.|Истинно говорю вам: не прейдет род сей, как всё это будет.
532|Мā ос тōрум холэ̄г, туп Ам лāтӈанум ат холэ̄гыт.|Небо и земля прейдут, но слова Мои не прейдут.
533|– Ты нак хунь ēмты, хоты хōтал ос манах сё̄с порат, нэ̄мхотъютн ат вāве. Тōрум Пы̄г ос ангелыт ōс ат вāганыл. Тōрум Āсь та сё̄с туп вāгтэ.|О дне же том, или часе, никто не знает, ни Ангелы небесные, ни Сын, но только Отец.
534|Сунсэ̄н! Ост ōлэ̄н! Пойксēн! Нāн ат вāглын, хоты порат ты нак ēмты.|Смотрите, бодрствуйте, молитесь, ибо не знаете, когда наступит это время.
535|Та ӯрнэ вāрмаль ань э̄лумхōлас э̄лы лё̄ӈхын миннэ вāрмаль хурип. Тав колэ мēтхумиянэ̄н хӯлитэ. Кāсыӈ мēтхум такви вāрмалил мыгтэ, āви похат лю̄льнэ хум āви ӯргалаӈкве хӯлитэ.|Подобно как бы кто, отходя в путь и оставляя дом свой, дал слугам своим власть и каждому свое дело, и приказал привратнику бодрствовать.
536|– Сунсэ̄н! Ост ōлэ̄н! Нāн ат вāглын кол кӯсяйн хунь ювле-ёхты: э̄типāлаг, э̄т-котильт, сиськурек рōхнэ порат, манос хōтал нэ̄глын порат.|Итак бодрствуйте, ибо не знаете, когда придет хозяин дома: вечером, или в полночь, или в пение петухов, или поутру;
537|Нāн Таве ат ӯрнэ̄н торыг ул ёхтавēн, ӯрхатэ̄н, ёл ул вос ойлматавēн.|чтобы, придя внезапно, не нашел вас спящими.
538|Ам нāнан ōс аквсёс лāвēгум: ӯрхатым ōлэ̄н!|А что вам говорю, говорю всем: бодрствуйте.
539|Кит хōтал юи-пāлт пасха ос яныг ялпыӈ пора ёхтыс. Яныг пӯп-ōйкат ос сāккон тотнэ хумыт номсасыт, осьмарыл Ӣсус хумус кāтн-пāттуӈкве ос порслаӈкве.|Через два дня [надлежало] быть [празднику] Пасхи и опресноков. И искали первосвященники и книжники, как бы взять Его хитростью и убить;
540|Пасха ялпыӈ хōтал порат тох вāруӈкве ат вēрмысыт. Мāхум тāн нупланыл ул вос кантмаявет ань пӯп-ōйкат тāнки халанылт тох потыртахтасыт.|но говорили: [только] не в праздник, чтобы не произошло возмущения в народе.
541|Ӣсус Вифания пāвылт, проказал āгмыӈ Симон колт ōлыс. Та колн ань нэ̄ сялтыс, кāтэ̄т алабастерныл вāрим вōйсулья пувыс. Ты вōй тыныӈ нардныл вāрим ōлыс. Та нэ̄ алабастер сулья хот-сакватастэ, вōйе Ӣсус пуӈк паттан сōсыстэ|И когда был Он в Вифании, в доме Симона прокаженного, и возлежал, --пришла женщина с алавастровым сосудом мира из нарда чистого, драгоценного и, разбив сосуд, возлила Ему на голову.
542|Тōва мāхум хот-кантмувēсыт:– Тамле тыныӈ вōй манры̄г холтылын?|Некоторые же вознегодовали и говорили между собою: к чему сия трата мира?
543|Ты вōй хӯрумсат динарийныл тыныӈнувēг тыналаӈкве рōвыс. Олныт ос нуса мирн уртуӈкве рōвсыт.|Ибо можно было бы продать его более нежели за триста динариев и раздать нищим. И роптали на нее.
544|Ӣсус лāвыс:– Таве ул нагэлы̄н! Нāн таве манры̄г э̄ссамтылы̄н? Тав Āнумн ёмас вāрмаль вāрыс.|Но Иисус сказал: оставьте ее; что ее смущаете? Она доброе дело сделала для Меня.
545|Нуса хōтпат āкваг нāн ётын ōлэгыт. Хунь тахмаēгы̄н, тāнанылн тōнт та ёмас вāрмаль вāрегы̄н. Ам ань нāн ётын āкваг ат ōлэ̄гум.|Ибо нищих всегда имеете с собою и, когда захотите, можете им благотворить; а Меня не всегда имеете.
546|Ты нэ̄ мāныр вēрмыс, таи та вāрыс. Ам алпим ёл-сёпитанэм вōйл та сартыстэ.|Она сделала, что могла: предварила помазать тело Мое к погребению.
547|Ам нāнан мāк лāвēгум: хоты мāт Ёмас Ля̄ххал потыртаӈкве патаве, тот ты нэ̄ ат ёрувлаве. Тав мирн номуӈкве патаве.|Истинно говорю вам: где ни будет проповедано Евангелие сие в целом мире, сказано будет, в память ее, и о том, что она сделала.
548|Ӣсус китхуйплув хумиянэ халт акв хум, Иуда Искариот, ōлыс. Тав яныг пӯп-ōйкат пāлт минас. Тав Ӣсус пӯп-ōйкатын тыналаӈкве таӈхыстэ.|И пошел Иуда Искариот, один из двенадцати, к первосвященникам, чтобы предать Его им.
549|Пӯп-ōйкат Иуда хунтламанылт хот-ся̄гтсыт. Иудан ся̄лыг олн ойтуӈкве лāвхатсыт. Та пāсыл Иуда номсахтас, Ӣсус порсланэ̄тэ мāгыс тāнанылн хӯлтытэ.|Они же, услышав, обрадовались, и обещали дать ему сребренники. И он искал, как бы в удобное время предать Его.
550|Пасха ōвыл хōталэ̄т, пасха пāля-пы̄грись йирнэ хōтал, ханисьтахтын хумиянэ Ӣсус китыгласаныл:– Хоты мāт Наӈы̄н пасха пāсан вāруӈкве э̄ри?|В первый день опресноков, когда заколали пасхального [агнца], говорят Ему ученики Его: где хочешь есть пасху? мы пойдем и приготовим.
551|Тōнт Ӣсус кит хумияге кēтсаге ос лāвыс:– Ӯсн минэ̄н. Тот вит сӯлипӯт тотнэ акв хум кāсалэгы̄н. Нэ̄н тах тав юи-пāлэ̄т минэ̄н.|И посылает двух из учеников Своих и говорит им: пойдите в город; и встретится вам человек, несущий кувшин воды; последуйте за ним
552|Хоталь та хум сялты, тот нэ̄н кол кӯсяй нупыл лāвēн: “Ханисьтан хум китыглахты: ханисьтахтын хумиянум ёт пасха пāля тэ̄нэ колнакум хōт ōлы?”|и куда он войдет, скажите хозяину дома того: Учитель говорит: где комната, в которой бы Мне есть пасху с учениками Моими?
553|Та э̄лумхōлас нэ̄нан сёпитым яныг колнак хӯлты. Нэ̄н тот-та пасан вāрегы̄н.|И он покажет вам горницу большую, устланную, готовую: там приготовьте нам.
554|Ханисьтахтын хумы̄г минасы̄г, ӯсн ёхтысы̄г. Тувыл Ӣсус лāвум сирыл тох ēмтыс. Тэ̄н пасха пасан вāрсы̄г.|И пошли ученики Его, и пришли в город, и нашли, как сказал им; и приготовили пасху.
555|Э̄типāлаг Ӣсус ань китхуйплув хумиянэ ёт тув ёхтыс.|Когда настал вечер, Он приходит с двенадцатью.
556|Тэ̄манылт Ӣсус лāвыс:– Ам сōль нāнан лāвēгум: аква нāн халынныл, хотъют ань Ам ётум тэ̄г, Āнум тах пӯп-ōйкатын тыналытэ.|И, когда они возлежали и ели, Иисус сказал: истинно говорю вам, один из вас, ядущий со Мною, предаст Меня.
557|Ханисьтахтын хумиянэ сяр кāстал патсыт, халанылт китыглахтасыт:– Ул ам āти?|Они опечалились и стали говорить Ему, один за другим: не я ли? и другой: не я ли?
558|Ӣсус тāнанылн лāвыс:– Китхуйплув хумныл аква, тав ань Ам ётум ня̄не вōй āнын пувтмāнтытэ.|Он же сказал им в ответ: один из двенадцати, обмакивающий со Мною в блюдо.
559|Хумус хансым ōлы, Э̄лумхолас Пы̄гн савалаӈкве э̄ри, ань Āнум тыналанэ хум усьпылнэ̄г савалаӈкве паты! Тавēн самын патуӈкве ат э̄рыс.|Впрочем Сын Человеческий идет, как писано о Нем; но горе тому человеку, которым Сын Человеческий предается: лучше было бы тому человеку не родиться.
560|Тэ̄маныл порат Ӣсус ня̄нь вис, ня̄не мāгыс Тōрумн пӯмасипа лāвыс. Ня̄нь лōмтыг сакватастэ, хумиянэ̄н уртыстэ ос лāвыс:– вуелы̄н, тāēн. Ты Ам алпим.|И когда они ели, Иисус, взяв хлеб, благословил, преломил, дал им и сказал: приимите, ядите; сие есть Тело Мое.
561|Тувыл Тав āны вис, Тōрумн пӯмасипа лāвыс. Хумиянэ̄н ты āны мистэ. Хумиянэ пуссын ты āныныл айсыт.|И, взяв чашу, благодарив, подал им: и пили из нее все.
562|– Ты Ам кēлпум, тав сāв хōтпа мāгыс сōсхаты, – Ӣсус лāвыс.|И сказал им: сие есть Кровь Моя Нового Завета, за многих изливаемая.
563|– Сōль нāнан лāвēгум: Тōрум ōлнэ хōн-мāт йильпи вина айнэм хōтал мус Ам виноград пилныл вāрим айнут аюӈкве воссы̄г ат патэ̄гум.|Истинно говорю вам: Я уже не буду пить от плода виноградного до того дня, когда буду пить новое вино в Царствии Божием.
564|Тōрум янытлан э̄рыг э̄ргуманыл юи-пāлт тāн Елеон урн минасыт.|И, воспев, пошли на гору Елеонскую.
565|Ӣсус тāнанылн лāвыс:– Нāн пуссын Āнум ты э̄т хультуптылы̄н. Ань хансым ōлы:“Паля ӯрнэ хум тэ̄рнлылум,пāлят лāкква-оēгыт”.|И говорит им Иисус: все вы соблазнитесь о Мне в эту ночь; ибо написано: поражу пастыря, и рассеются овцы.
566|– Ам нōх-ялтнэм юи-пāлт Галилея мāн ёхтэ̄гум. Нāнан тот ӯриянум.|По воскресении же Моем, Я предваряю вас в Галилее.
567|Тōнт Пēтр Тавēн лāвыс:– Хумиянэ Наӈыныл пуссын ке хот-воратэгыт, ам Наӈын нэ̄мхуньт ат оссувлылум.|Петр сказал Ему: если и все соблазнятся, но не я.
568|– Сōль Наӈын лāвēгум, – Ӣсус тавēн ювле-лāвыс, – ты хōтал э̄типāлаг, ань сиськурек китынты̄г рōӈхалтахтын э̄лы-пāлт наӈ хӯрум сёс Āнумныл тах хот-воратэ̄гын.|И говорит ему Иисус: истинно говорю тебе, что ты ныне, в эту ночь, прежде нежели дважды пропоет петух, трижды отречешься от Меня.
569|Пēтр ос тāкысьнув лāвыс:– Э̄рмыглы-ке, Наӈ ётын сорумн патэ̄гум. Ам Наӈыныл сōль ат воратэ̄гум.Ханисьтахтын хумиянэ пуссын тох та лāвыглāлсыт.|Но он еще с большим усилием говорил: хотя бы мне надлежало и умереть с Тобою, не отрекусь от Тебя. То же и все говорили.
570|Тāн Гефсимания нампа мāн ёхтысыт. Ӣсус ханисьтахтын хумиянэ̄н лāвыс:– Тыт ӯнлахōлэн. Ам пōйксяӈкве ялэ̄гум.|Пришли в селение, называемое Гефсимания; и Он сказал ученикам Своим: посидите здесь, пока Я помолюсь.
571|Тав Пēтр, Яков ос Иоан ёт вōвсанэ. Тувыл Тав кивре такем-та марсюмлавес, номтэ хот-сакыс.|И взял с Собою Петра, Иакова и Иоанна; и начал ужасаться и тосковать.
572|– Ам сымум савалы, сяма вāгтал патум.Тав хумиянэ нупыл лāвыс:– Тыт ōлэ̄н. Ёл ул вос оявēн.|И сказал им: душа Моя скорбит смертельно; побудьте здесь и бодрствуйте.
573|Ӣсус мось э̄лнув минас. Тав мā тāрмыл патыс, пōйксяс, йинэ саватпитэ ань пōхан моляхнув вос миннув.|И, отойдя немного, пал на землю и молился, чтобы, если возможно, миновал Его час сей;
574|– Авва, Āсюм! Наӈ пуссын вēрмегын! Ты яныг саватпи Ам тāрам тотэ̄лын. Ам таӈхнэм сирыл ул вос паты. Наӈ таӈхнэн сирыл вос ēмты.|и говорил: Авва Отче! всё возможно Тебе; пронеси чашу сию мимо Меня; но не чего Я хочу, а чего Ты.
575|Тувыл Тав ханисьтахтын хумиянэ пāлт ювле-ёхтыс. Тāн ёл-оилматымат. Ӣсус Пēтр нупыл лāвыс:– Симон, наӈ ёл-ойвēсын? Наӈ ман акв сё̄с ӯлумтāл ат вēритасы̄н?|Возвращается и находит их спящими, и говорит Петру: Симон! ты спишь? не мог ты бодрствовать один час?
576|Ост ōлэ̄н! Пойксēн! Нēрхатнэ вāрмалин ул майхатэ̄н. Лылы ост кос ōлы, алпи сяр вāгтал.|Бодрствуйте и молитесь, чтобы не впасть в искушение: дух бодр, плоть же немощна.
577|Тувыл Ӣсус минас ōс та лāтӈанэ лāвим пойксяс.|И, опять отойдя, молился, сказав то же слово.
578|Ювле-ёхтумēт ханисьтахтын хумиянэ ōс ёл-оилматымат. Тāн саманыл тāрвитыӈы̄г ēмтмыт; ат вāсаныл, Ӣсус нупыл мāныр лāвуӈкве|И, возвратившись, опять нашел их спящими, ибо глаза у них отяжелели, и они не знали, что Ему отвечать.
579|Хӯрмиттыг ёхтумēт Ӣсус тāнанылн лāвыс:– Нāн иӈ та хуегы̄н ос ӯсьлахтэгы̄н? Тōвлы! Та сё̄с та ёхтыс, Э̄лумхōлас Пы̄г карекыӈ мāхум кāтын та миве.|И приходит в третий раз и говорит им: вы всё еще спите и почиваете? Кончено, пришел час: вот, предается Сын Человеческий в руки грешников.
580|Квāлэ̄н, минэ̄в! Āнум тыналан хум та ляпамас.|Встаньте, пойдем; вот, приблизился предающий Меня.
581|Ӣсус ты иӈ потыртас, аквтасёс Иуда та нэ̄глыс. Иуда акв Тав ханисьтахтын китхуйплув хумиянэ̄ныл ōлыс. Иуда ёт сāв хумыт ёхтысыт: пӯп-ōйкат, сāккон тотнэ хумыт ос матум э̄руптан ōйкат тот ōлсыт. Тāн сырайиӈ ос йивсупиӈ тāгыл ёхтысыт.|И тотчас, как Он еще говорил, приходит Иуда, один из двенадцати, и с ним множество народа с мечами и кольями, от первосвященников и книжников и старейшин.
582|Таве хӯлтнэ хум тāн ётаныл тох потыртахтас: “Хотъют ам аниглылум, Таве тах пувумтэ̄лы̄н. Тувыл лāсьмарт ӯргалым кāснаколн тотэлы̄н”.|Предающий же Его дал им знак, сказав: Кого я поцелую, Тот и есть, возьмите Его и ведите осторожно.
583|Ляпан-ёхтуманылт Иуда аквтаторыг Ӣсус пāлт ёмалтас, лāвыс: “Равви! Ханисьтан хум!” ос Таве та анигластэ.|И, придя, тотчас подошел к Нему и говорит: Равви! Равви! и поцеловал Его.
584|Ӣсус та пуввес.|А они возложили на Него руки свои и взяли Его.
585|Тот лю̄люм акв хум сирайе нōх-хасумтастэ, яныг пӯп-ōйка мēтхуме паль хот-сāграпастэ.|Один же из стоявших тут извлек меч, ударил раба первосвященникова и отсек ему ухо.
586|Ань Ӣсус тāнаныл китыгласанэ:– Ам ман хōрахси? Манрыг нāн сырайиӈ ос йивсупиӈ тāгыл Ам палтум ёхтысы̄н?|Тогда Иисус сказал им: как будто на разбойника вышли вы с мечами и кольями, чтобы взять Меня.
587|Кāсыӈ хōтал Ам нāнан ялпыӈ колт ханисьтасанум, нāн Āнум тōнт ат пувиньтаслы̄н. Нэ̄пакыт хумус хансым ōлы, тох вос ēмты.|Каждый день бывал Я с вами в храме и учил, и вы не брали Меня. Но да сбудутся Писания.
588|Ханисьтахтын хумиянэ пуссын лāкква-оясыт. Ӣсус тактēтэ оссувлавес.|Тогда, оставив Его, все бежали.
589|Акв мāньлат хум Ӣсус юи-пāлт минмыгтāлыс. Тав тōрыл лап-мāнигтахтым ōлыс. Ӣсус пӯвумтыматэ порат та хум хот-манумтахтас,|Один юноша, завернувшись по нагому телу в покрывало, следовал за Ним; и воины схватили его.
590|манигтахтыглам тōре та хультыс, ня̄рлōмтыл та ояс.|Но он, оставив покрывало, нагой убежал от них.
591|Ӣсус сяр яныг пӯп-ōйка пāлт тотвес. Тыт пӯп-ōйкат, матум э̄руптан ōйкат ос сāккон тотнэ хумыт пуссын атхатасыт.|И привели Иисуса к первосвященнику; и собрались к нему все первосвященники и старейшины и книжники.
592|Пēтр Ӣсус юи-пāлт минас, яныг пӯп-ōйка кол кāрта пōхан ёхтыс. Тот кол ӯрнэ мāхум ёт нāй пōхан тōлтыглахтуӈкве ӯнтыс.|Петр издали следовал за Ним, даже внутрь двора первосвященникова; и сидел со служителями, и грелся у огня.
593|Пӯп-ōйкат ос синедрион мāхум Ӣсус урыл сāвсыр вāрмаль киссыт. Та вāрмалянэ мāгыс Таве порслануваныл. Тамле вāрмаль хōнтуӈкве ат вēрмысыт.|Первосвященники же и весь синедрион искали свидетельства на Иисуса, чтобы предать Его смерти; и не находили.
594|Сāв уркыӈ мāхум кос потыртасыт, тāн лāтӈаныл мосься̄г ōлсыт.|Ибо многие лжесвидетельствовали на Него, но свидетельства сии не были достаточны.
595|Тувыл матахкем уркыӈ хōтпа нōх-лю̄льсыт. Тāн потыртасыт:|И некоторые, встав, лжесвидетельствовали против Него и говорили:
596|– Мāн хӯлыгласув, Тав потыртāлыс: “Э̄лумхōлас кāтыл вāрим ялпыӈ кол Ам хот-сакватылум. Тувыл тах хӯрум хōтал сыс э̄лумхōлас кāтыл вāртāл мōт ялпыӈ кол ӯнттэ̄гум”.|мы слышали, как Он говорил: Я разрушу храм сей рукотворенный, и через три дня воздвигну другой, нерукотворенный.
597|Тāн лāтӈаныл мирн ат агтвēсыт.|Но и такое свидетельство их не было достаточно.
598|Тувыл ань пӯп-ōйка нōх-лю̄лис, Ӣсус китыгластэ:– Нāӈ ювле манрыг нэ̄матыр ат лāвēгын? Ты мāхум лāвум лāтӈыт урыл ювле мāныр лāвуӈкве вēрмēгын?|Тогда первосвященник стал посреди и спросил Иисуса: что Ты ничего не отвечаешь? что они против Тебя свидетельствуют?
599|Ӣсус сяр акв лāтыӈ ат лāвыс. Яныг пӯп-ōйка Таве ōс китыгластэ:– Наӈ ман сōль Кристос, Тōрум пы̄ге?|Но Он молчал и не отвечал ничего. Опять первосвященник спросил Его и сказал Ему: Ты ли Христос, Сын Благословенного?
600|– Сōль, – Ӣсус лāвыс, – нāн касалылы̄н тах:– Э̄лумхōлас Пы̄г торум тулыт халн ёхтынэ̄тэ порат Тōрум ёмаспал кāтпале торыг ӯнлы тах.|Иисус сказал: Я; и вы узрите Сына Человеческого, сидящего одесную силы и грядущего на облаках небесных.
601|Пӯп-ōйка такем-та кантмаявес, такви маснутанэ пулиг-маныгтасанэ.– Таве вāнэ манхурип хōтпа мāн иӈ кинсэ̄в? – тав рōӈхалтахтас.|Тогда первосвященник, разодрав одежды свои, сказал: на что еще нам свидетелей?
602| Нāн хӯлыслы̄н-а, Тав Тōрум ля̄льт лю̄камтахты? Ты урыл нāн мāныр лāвегы̄н?Пуссын Таве сутитасаныл, Ӣсус порслаӈкве э̄ри.|Вы слышали богохульство; как вам кажется? Они же все признали Его повинным смерти.
603|Тōнт тōват Тав ля̄льтэ полх сальгуӈкве патсыт. Ӣсус самаге тōрыл лап-нэ̄гвесы̄г. Тав рāтвес. Тав нупылэ рōӈхуӈкве патсыт:– Э̄лаль ōлнэ нот урыл потыртэн, я!Та юи-пāлт Таве ӯргалан хумытын мōт мāн тотвес, тот ōс пилисьмаӈы̄г рāтвес.|И некоторые начали плевать на Него и, закрывая Ему лице, ударять Его и говорить Ему: прореки. И слуги били Его по ланитам.
604|Пēтр кол кāртат ōлыс. Тот ань яныг пӯп-ōйка мēтнэ̄н кāсалавес.|Когда Петр был на дворе внизу, пришла одна из служанок первосвященника
605|Пēтр нāй пōхат толтыглахтым ӯнлыс. Нэ̄ тав нупылэ ёмсякв āӈкватāлыс ос лāвыс:– Наӈ ōс Назаретыл ōлнэ Ӣсус ёт ōлсын.|и, увидев Петра греющегося и всмотревшись в него, сказала: и ты был с Иисусом Назарянином.
606|Пēтр хот-воратас.– Ам сяр ат торгамтылум, наӈ мāныр урыл потыртэ̄гын, — Пēтр тох лāвим кон-минас. Тōнт ань сиськурек та рōӈхалтахтас.|Но он отрекся, сказав: не знаю и не понимаю, что ты говоришь. И вышел вон на передний двор; и запел петух.
607|Ётылнув та нэ̄ таве ōс тот кāсаластэ, лāвыс:– Ты ōс тāн акв хумия̄ныл.|Служанка, увидев его опять, начала говорить стоявшим тут: этот из них.
608|Пēтр ōс хот-воратас. Тот лю̄люм мāхум хӯнтамласаныл:– Сōль наӈ тāн акв хумия̄ныл? Наӈ ōс Галилея мāныл ōлэ̄гын?|Он опять отрекся. Спустя немного, стоявшие тут опять стали говорить Петру: точно ты из них; ибо ты Галилеянин, и наречие твое сходно.
609|Пēтр ӯсьпылнэ̄в хот-воратаӈкве патыс:– Ам сяр ат вāглум, хотъют урыл нāн потыртэ̄гын.|Он же начал клясться и божиться: не знаю Человека Сего, о Котором говорите.
610|Сиськурек китынты̄г рōӈхалтахтам порат Пēтр Ӣсус лāтӈанэ номылматсанэ: “Сиськурек рōӈхалтахтан э̄лы-пāлт наӈ хӯрум сёс Āнумнылхот-воратэ̄гын тах”. Ос Пēтр лю̄ньсятахтас.|Тогда петух запел во второй раз. И вспомнил Петр слово, сказанное ему Иисусом: прежде нежели петух пропоет дважды, трижды отречешься от Меня; и начал плакать.
611|Āлпыл пӯп-ōйкат, матум э̄руптан ōйкат, сāккон тотнэ хумыт ос синедрион Ӣсус урыл потыртахтасыт. Тāн Ӣсус ёл-нэ̄гсаласаныл, Пилат пāлт тотсаныл.|Немедленно поутру первосвященники со старейшинами и книжниками и весь синедрион составили совещание и, связав Иисуса, отвели и предали Пилату.
612|Пилат Ӣсус китыгластэ:– Наӈ сōль еврей хōны̄г ōлэ̄гын?– Сōль, наӈ лāвегын, тасыр-та. – Ӣсус лāвыс.|Пилат спросил Его: Ты Царь Иудейский? Он же сказал ему в ответ: ты говоришь.
613|Пӯп-ōйкат Ӣсус нупыл сāвсыр лю̄ль вāрмаль патты̄сыт.|И первосвященники обвиняли Его во многом.
614|Таимāгыс Пилат Таве ōс китыгластэ:– Наӈ манрыг нэ̄матыр ат лāвēгын? Сунсэн, мансāвит лю̄ль вāрмаль Наӈ нупылн пинвес?|Пилат же опять спросил Его: Ты ничего не отвечаешь? видишь, как много против Тебя обвинений.
615|Ӣсус ōс нэ̄матыр ювле ат лāвыс. Ань Пилат ты осятахтыс.|Но Иисус и на это ничего не отвечал, так что Пилат дивился.
616|Касыӈ ялпыӈ хōтал Пилат акв хум кāснаколыл тāртыглāлыс. Мирн хӯлтнэ хōтпа тāртыглāлыс.|На всякий же праздник отпускал он им одного узника, о котором просили.
617|Тōнт ань э̄лумхōлас алам хум Варавва кāснаколт ӯнлыс. Тав алхатаме порат э̄лумхōлас алас.|Тогда был в узах [некто], по имени Варавва, со своими сообщниками, которые во время мятежа сделали убийство.
618|Мāхум Пилат вōвуӈкве патсаныл, ялпыӈ хōтал мāгыстав акв хōтпа вос тāраты.|И народ начал кричать и просить [Пилата] о том, что он всегда делал для них.
619|– Нāн танхегы̄н-ке, ам еврей хōн тāратылум? – Пилат мир китыгласанэ.|Он сказал им в ответ: хотите ли, отпущу вам Царя Иудейского?
620|Тав вāстэ: пӯп-ōйкат лаваныл нэ̄глын мāгыс Ӣсус тав кāтэ̄н мисаныл.|Ибо знал, что первосвященники предали Его из зависти.
621|Мир ань пӯп-ōйкатын хуйтвēсыт, тāн Варавва тāратаӈкве вос касилтыяныл.|Но первосвященники возбудили народ [просить], чтобы отпустил им лучше Варавву.
622|– Еврей хōн ёт, нāн сирынт, мāныр вāруӈкве э̄ри? – Пилат китыглахтас.|Пилат, отвечая, опять сказал им: что же хотите, чтобы я сделал с Тем, Которого вы называете Царем Иудейским?
623|– Тав пēрна тармыл порслаӈкве э̄ри! – мāхум рōӈхалтахтасыт.|Они опять закричали: распни Его.
624|– Манры̄г? Мāныр лю̄ль вāрмаль Тав вāрыс?Мир аня усьпылнэ̄г тāкысь рōӈхалтахтасыт:– Таве пēрна тармыл порслэ̄лы̄н!|Пилат сказал им: какое же зло сделал Он? Но они еще сильнее закричали: распни Его.
625|Мāхум ёл-пōйлтан мāгыс Пилат-ōйка Варавва тāратастэ, ос Ӣсус рāтуӈкве лāвыстэ. Тувыл пēрна йӣвн кāтагэ-лāглагэ ёл-рāтуӈкве лāвсанэ.|Тогда Пилат, желая сделать угодное народу, отпустил им Варавву, а Иисуса, бив, предал на распятие.
626|Хōнтхумыт Ӣсус Юдея-мā кусяй кāртан тотсаныл. Яныг хōнт пуссын тув атсаныл.|А воины отвели Его внутрь двора, то есть в преторию, и собрали весь полк,
627|Тāн Таве вы̄гыр маснутыл мастысаныл. Тувыл пēлялахтын пумныл вāрим лāкв Тав пуӈкēн мастысаныл.|и одели Его в багряницу, и, сплетши терновый венец, возложили на Него;
628|– Пася ōлэн, еврей хōн! – тāн рōӈхысыт.|и начали приветствовать Его: радуйся, Царь Иудейский!
629|Тāн Таве пуӈкēт йӣвыл рāтсаныл. Тав ля̄льтэ полх сальгысыт, эрттам Таве янытланэ̄ныл мāгыс Тав э̄лы-пāлэ̄н санспуӈканыл тармыл лю̄лим пуӈк пинсыт.|И били Его по голове тростью, и плевали на Него, и, становясь на колени, кланялись Ему.
630|Саватаманыл юи-пāлт маснутэ хōт-ахвсаныл. Ōс такви маснутанэ̄тыл мастысаныл. Пēрнан кēрсолил ёл-рāтуӈкве та вāнттысаныл.|Когда же насмеялись над Ним, сняли с Него багряницу, одели Его в собственные одежды Его и повели Его, чтобы распять Его.
631|Хōнтхумыт лё̄ӈх хосыт миныманыл Симон, Киринея мāныл ōлнэ Александр ос Руфус āсēн, кāсаласаныл. Тав тэ̄пканэ̄ныл ювле ё̄мыс. Тāн таве пēрна āлумтаӈкве лāвсаныл.|И заставили проходящего некоего Киринеянина Симона, отца Александрова и Руфова, идущего с поля, нести крест Его.
632|Ӣсус Голгофа мāн тотвес. Ты толмасьлаве: пуӈк-хопалы.|И привели Его на место Голгофу, что значит: Лобное место.
633|Хōнтхумытн Тав смирна ёт тэ̄лыгтым винал майлувес, Тав аюӈкве ат патыс.|И давали Ему пить вино со смирною; но Он не принял.
634|Тāн Ӣсус пēрна тāрмыл катагэ-лаглагэ рāтсаныл. Тав маснутанэ ӯчалахтым тāнки халанылт уртсаныл.|Распявшие Его делили одежды Его, бросая жребий, кому что взять.
635|Хӯрум сё̄с нупыл минаме порат Тав пēрнан рāтвес.|Был час третий, и распяли Его.
636|Ӣсус пуӈке нуми-пāлт хансым ōлыс, мāныр мāгыс Тав пēрнан рāтвес: “Еврей хōн”.|И была надпись вины Его: Царь Иудейский.
