|target|source|comment
3881|та̄ратаӈкве|позволить|
3882|та̄ратаӈкве|разрешить|
3883|та̄раӈ|известный|
3884|та̄раӈ|понятный|
3885|та̄рвит|тяжесть|
3886|та̄рвитыӈ|тяжёлый|
3887|та̄рвитыӈ|трудный|
3888|та̄ргуӈкве|дребезжать|
3889|та̄рка|ёрш|
3890|та̄рматуӈкве|отпустить|
3891|та̄ртахтуӈкве|спуститься|
3892|та̄ртаӈкве|пустить|
3893|та̄ртаӈкве|разрешить|
3894|та̄с|готовый|
3895|та̄стлахтуӈкве|подготовиться|
3896|та̄стуӈкве|подготовить|
3897|та̄стхатуӈкве|готовиться|
3898|та̄стыгла̄луӈкве|готовить|
3899|та̄стыгла̄луӈкве|подготовлять|
3900|та̄тламта̄лыглаӈкве|разгружать|
3901|та̄тламта̄лыглаӈкве|опустошать|
3902|та̄тламтаӈкве|разгрузить|
3903|та̄тламтаӈкве|опустошить|
3904|та̄тыл|пустой|
3905|та̄тыл|порожний|
3906|та̄тыл ма̄|пустырь|
3907|та̄тыл ма̄|необитаемое место|
3908|та̄х|плавник|рыбы
3909|та̄хт|гагара|
3910|та̄хтпил|голубика|ягода
3911|та̄хтуӈкве|прясть|
3912|та̄юм|пища|
3913|та̄янтаӈкве|гореть|слегка
3914|та̄ӈхв|мох|на деревьях
3915|та̄ӈхвитаӈкве|обрастать мхом|о деревьях
3916|таӈкыр|крот|
3917|таӈрасьлаӈкве|помять|
3918|таӈрасьлаӈкве|пощипать|
3919|таӈруӈкве|мять|
3920|таӈруӈкве|щипать|
3921|таӈхуӈкве|желать|
3922|таӈхуӈкве|хотеть|
3923|таӈырматуӈкве|придавить|
3924|таӈырматуӈкве|прищемить|
3925|таӈырта̄лыглаӈкве|нажимать|
3926|таӈырта̄лыглаӈкве|сжимать|
3927|таӈыртахтуӈкве|сжаться|
3928|таӈыртахтыгла̄луӈкве|сжиматься|
3929|таӈыртаӈкве|сжимать|
3930|таӈыртаӈкве|давить|
3931|таӈыртаӈкве|притеснять|
3932|ӯталтахтуӈкве|залаять|на зверя
3933|тав|он|
3934|тава̄гт|неизвестно|
3935|тава̄гт|кто знает|
3936|тавант|тихий|
3937|тавант|спокойный|о погоде
3938|тавантаӈкве|утихать|о ветре
3939|тавантмаӈкве|стихнуть|о ветре
3940|таванты̄г|тихо|
3941|таванты̄г|спокойно|о погоде
3942|таг|ветка|
3943|таг|сук|
3944|тагапаӈкве|застрять|
3945|тагата̄луӈкве|вешать|
3946|тагатаӈкве|повесить|
3947|таглуӈкве|зацепляться|
3948|таглуӈкве|заикаться|
3949|тагмаптыгла̄луӈкве|нацеплять|
3950|тагмахтуӈкве|повиснуть|
3951|тагсакв|хворост|
3952|тагта̄л|голый|без сучьев
3953|тагталаӈкве|навешать|
3954|тагталаӈкве|обвешать|
3955|тагуӈкве|конопатить|
3956|тагуӈкве|затыкать|
3957|тагыӈ|ветвистый|
3958|таима̄гыс||нареч.
3959|таима̄гыс|потому|
3960|тай|совок|
3961|тай|поварёжка|
3962|такви|он сам|
3963|таквихурип|особый|
3964|таквс|осень|
3965|таквсы|осенний|
3966|таквсы|осенью|
3967|такламаӈкве|сваляться|о шерсти
3968|таклыӈ|вихрастый|
3969|таклыӈ|курчавый|
3970|тактапа̄луӈкве|протягивать|
3971|тактапа̄луӈкве|подавать|быстро
3972|тактапаӈкве|протянуть|
3973|тактапаӈкве|подать|быстро
3974|тактуӈкве|протянуть|
3975|тактуӈкве|подать|
3976|тактыгла̄луӈкве|протягивать|
3977|тактыгла̄луӈкве|подавать|
3978|тал|сажень|
3979|талква|низкий|
3980|талквамтаӈкве|понизить|
3981|тальхыӈ|заострённый|
3982|тальхыӈ|острый|
3983|тальхыӈ|пронзительный|о голосе
3984|талях|вершина|
3985|талях|остриё|
3986|тамле|такой|
3987|тарыг|сосна|
3988|тарыг йӣв|древесина|сосновая
3989|таса̄вит|столько|
3990|таса̄вит|множество|
3991|тахамтаӈкве|скатиться|с горы
3992|тахмаяӈкве|захотеть|
3993|тахсупта̄лыглаӈкве|катать|
3994|тахсуптаӈкве|катить|
3995|тахсуӈкве|кататься|на санках
3996|тахсуӈкве|лыжах|
3997|тахсуӈкве|коньках|
3998|тахсын ма̄|каток|
3999|тахурип|этакий|
4000|тахуӈкве|исчезнуть|
4001|тахыглаӈкве|исчезать|
4002|таяныт|такой большой|
4003|таяныт|такой сильный|
4004|таях||нареч.
4005|таях|потом|
4006|таях|после|
4007|те̄ӈыльтаӈкве|звенеть|о колокольчике
4008|тӯигла̄луӈкве|выпадать|о снеге
4009|тӯйт|снег|
4010|тӯйтнял|снежок|комок
4011|тӯйтпи|кладовая|у животных
4012|тӯйтсам|снежинка|
4013|тӯйтуӈкве|спрятать|
4014|тӯйтхатуӈкве|спрятаться|
4015|тӯйтыглахтуӈкве|прятаться|
4016|тӯйтыглахтуӈкве|скрываться|
4017|тӯйтыглаӈкве|прятать|
4018|тӯйтыглаӈкве|скрывать|
4019|тӯйтыгпахтуӈкве|спрятаться|быстро
4020|тӯлмантаӈкве|воровать|
4021|тӯлмантаӈкве|красть|
4022|тӯлмах|росомаха|
4023|тӯлмах|вор|
4024|тӯлмахыл|украдкой|
4025|тӯлмахыл|тайком|
4026|тӯлтхатуӈкве|приняться|
4027|тӯлтхатуӈкве|начать|
4028|тӯлуӈкве|внести|в помещение
4029|тӯлыгла̄луӈкве|вносить|в помещение
4030|тӯлыглап|представление|на медвежьем празднике
4031|тӯлыглахтуӈкве|выступать с представлениями на медвежьих игрищах|
4032|то̄cлуӈкве|сушить|
4033|то̄cмыгтаӈкве|высохнуть|
4034|то̄cня̄ра|зимняя охотничья обувь|
4035|то̄cувъяӈкве|высохнуть|
4036|то̄cувъяӈкве|завянуть|
4037|то̄cувъяӈкве|замереть|от страха
4038|то̄cуӈкве|сохнуть|
4039|то̄cуӈкве|мелеть|
4040|то̄ва|иной|
4041|то̄ва|некоторый|
4042|то̄ва матыр|кое-что|
4043|то̄ва накт|иногда|
4044|то̄ва накт|иной раз|
4045|то̄ва порат|иногда|
4046|то̄ва порат|в иное время|
4047|то̄вартта̄лыглаӈкве|запирать|
4048|то̄варттаӈкве|запереть|
4049|то̄влуптаӈкве|выполнить|
4050|то̄влуӈкве|исполниться|
4051|то̄влуӈкве|закончиться|
4052|то̄влы|достаточно|
4053|то̄влы|хватит|
4054|то̄вмаса̄нтуӈкве|откусывать|
4055|то̄вмасаӈкве|прикусить|
4056|то̄вмуӈкве|укусить|
4057|то̄втлахтуӈкве|жевать|о домашних животных
4058|то̄втуӈкве|жевать|
4059|то̄вылтта̄лыглаӈкве|выполнять|
4060|то̄вылттаӈкве|выполнить|
4061|то̄выль|оленья шкура|
4062|то̄ллуӈкве|рваться|
4063|то̄ллуӈкве|лопаться|
4064|то̄лматаӈкве|выстрелить|о ружье
4065|то̄нт|тогда|
4066|то̄пал|неряшливый|о человеке
4067|то̄р|ткань|
4068|то̄р|платок|
4069|то̄ратаптуӈкве|тряхнуть|
4070|то̄ратаӈкве|вздрогнуть|
4071|то̄ргалта̄луӈкве|потрясти|
4072|то̄ргалтаптуӈкве|потрясти|
4073|то̄ргалтахтуӈкве|задрожать|
4074|то̄ргалтахтуӈкве|затрястись|
4075|то̄ргалтаӈкве|трясти|
4076|то̄ргуӈкве|трястись|
4077|то̄ргуӈкве|дрожать|
4078|то̄рев|медведь|белый
4079|то̄рум|небо|
4080|то̄рум|эпоха|
4081|то̄рум|погода|
4082|то̄рум-ма̄|вселенная|
4083|то̄с|камус|щетинистая часть
4084|то̄сам|сухой|
4085|то̄сам|мелкий|о водоёме
4086|то̄тап|ящик|
4087|то̄хни|ворот|
4088|то̄хтон|утка-широконоска|
4089|тоӈх|копыто|
4090|товантаӈкве|грести веслом|медленно
4091|товласа̄луӈкве|гребнуть веслом|
4092|товлыӈ|крылатый|
4093|товлыӈха̄п|самолёт|
4094|товт|лыжа|
4095|товуӈкве|грести|веслом
4096|товыл|крыло|
4097|толмась|переводчик|
4098|толмасьлаӈкве|переводить|на другой язык
4099|толпа|распутица|
4100|толтуӈкве|растопить|жир
4101|толтуӈкве|отогреть|
4102|толтыглахтуӈкве|отогреваться|
4103|толтыглаӈкве|растапливать|жир
4104|толтыглаӈкве|отогревать|руки
4105|толуӈкве|таять|
4106|толыг|невод|
4107|толыг па̄хатуӈкве|закидывать невод|
4108|топ|только|
4109|торамтаӈкве|успокоить|
4110|торас|помеха|
4111|торас|препятствие|
4112|торастаӈкве|мешать|
4113|торастаӈкве|препятствовать|
4114|торастаӈкве|нарушать|порядок
4115|торвиньт|храп|
4116|торвиньтаӈкве|храпеть|
4117|торгамтаптуӈкве|объяснить|
4118|торгамтаптыгла̄луӈкве|объяснять|
4119|торгамтапуӈкве|сообразить|
4120|торгамтаӈкве|понимать|
4121|торгамтаӈкве|понять|
4122|торылтаӈкве|выронить|из рук
4123|тот|там|
4124|тотмыгтаӈкве|понести|
4125|тотмыгтаӈкве|повезти|
4126|тотмыгтаӈкве|повести|
4127|тотуӈкве|нести|
4128|тотуӈкве|везти|
4129|тотуӈкве|вести|
4130|тотхатуӈкве|мчаться|
4131|тотыгла̄луӈкве|носить|
4132|тотыгла̄луӈкве|возить|
4133|тотыгла̄луӈкве|водить|
4134|тотыглахтуӈкве|носиться|
4135|тотыгпаӈкве|принести|быстро
4136|тотылтаӈкве|гнать|сзади
4137|тох|так|
4138|тохруӈкве|набивать|насовывать
4139|тоххыртаӈкве|хрюкать|
4140|тохыртаӈкве|фыркать|
4141|тохырхатуӈкве|набиться|наполниться чем-либо
4142|тӯп|весло|
4143|тӯпты|кое-как|
4144|тӯпты|еле|
4145|тӯр|озеро|
4146|тӯрхул|карась|
4147|тӯсьталаӈкве|ставить|
4148|тӯсьталаӈкве|расставлять|
4149|тӯсьтуӈкве|поставить|вертикально
4150|тӯсьтыгпаӈкве|поставить|быстро
4151|ӯтувъяӈкве|залаять|быстро
4152|ӯтуӈкве|лаять|на зверя
4153|тув|лето|
4154|тув|туда|
4155|тув-а̄ӈквата̄луӈкве|заглянуть|
4156|тув-ва̄руӈкве|приделать|
4157|тув-во̄вуӈкве|вызвать|
4158|тув-во̄выглаӈкве|вызывать|
4159|тув-ка̄ньсюӈкве|ссохнуться|
4160|тув-ка̄ртуӈкве|онеметь|
4161|тув-ка̄ртуӈкве|окоченеть|
4162|тув-ма̄гумтаӈкве|засунуть|
4163|тув-ма̄рылтаӈкве|задержать|
4164|тув-ма̄рылтаӈкве|затаить|о дыхании
4165|тув-минмыгтаӈкве|направиться|
4166|тув-минмыгтаӈкве|пойти|
4167|тув-нё̄тумтаӈкве|добавить|
4168|тув-пасапаӈкве|проникнуть|
4169|тув-патуӈкве|попасть|
4170|тув-патуӈкве|упасть|
4171|тув-пе̄руӈкве|прикрутить|
4172|тув-по̄йтуӈкве|перестать|
4173|тув-пувтуӈкве|втыкать|
4174|тув-ра̄туӈкве|забить|
4175|тув-ра̄туӈкве|вбить|
4176|тув-суруӈкве|ссохнуться|о шкуре
4177|тув-сё̄питаӈкве|приделать|
4178|тув-та̄кмалтаӈкве|прикрепить|
4179|тув-та̄кмалтаӈкве|закрепить|
4180|тув-та̄кмуӈкве|закрепиться|
4181|тув-тагматаӈкве|застрять|
4182|тув-тахамтаӈкве|скатиться|
4183|тув-то̄суӈкве|пересохнуть|
4184|тув-тӯйтуӈкве|запрятать|
4185|тув-тӯйтхатуӈкве|запрятаться|
4186|тув-тӯсьтуӈкве|воткнуть|
4187|тув-тӯсьтуӈкве|вставить|
4188|тув-хансуӈкве|вписать|
4189|тув-ханувъяптуӈкве|приклеить|
4190|тув-ханувъяӈкве|прилипнуть|
4191|тув-ю̄нтуӈкве|пришить|
4192|тув-ю̄ныгтаӈкве|вбить|
4193|тув-ё̄хтуӈкве|закрутить|
4194|тувмус|до тех пор|
4195|тувыл|оттуда|
4196|тувыл|потом|
4197|туймыгтаӈкве|пойти|о снеге
4198|туйс|туес|берестяной кузов
4199|туйт|сани|
4200|туйхатуӈкве|толкаться|
4201|тул|облако|
4202|тулсам|облачко|
4203|тулта̄л|безоблачный|
4204|тулыт|тайный|
4205|тулыт ва̄рмаль|тайна|
4206|тулыт ла̄тыӈ|секрет|
4207|тулытысь||нареч.
4208|тулытысь|тайком|
4209|тулытысь|скрытно|
4210|тулых|воротник|
4211|тулыӈ|облачный|
4212|тулыӈ|пасмурный|
4213|туля|кольцо|
4214|туля|перстень|
4215|тулё̄выл|палец|
4216|туман|замок|
4217|туман не̄лм|ключ|к замку
4218|туманта̄луӈкве|запирать|
4219|туманта̄луӈкве|замыкать|на ключ
4220|тумантаӈкве|запереть|
4221|тумантаӈкве|замкнуть|на ключ
4222|тумран|музыкальный инструмент|
4223|тумран|сделанный из кости|
4224|тумсюӈкве|плескаться|
4225|тумсялтаӈкве|плескать|
4226|тумсясаптуӈкве|плеснуть|
4227|тур|горло|
4228|тур|труба|
4229|турап|ненастье|
4230|турапыӈ|ненастный|
4231|турапыӈ|пасмурный|
4232|турас|рубанок|
4233|турас|стамеска|
4234|турастаӈкве|тесать|
4235|турман|темнота|
4236|турман|тёмный|
4237|турманлаӈкве|темнеть|
4238|турсуй|голос|
4239|турхари|нёбо|
4240|тус|усы|
4241|тус|борода|
4242|тусыӈ|усатый|
4243|тусыӈ|бородатый|
4244|тучаӈ|мешочек со швейными принадлежностями|
4245|туюӈкве|толкать|
4246|туяса̄лыглаӈкве|толкать|
4247|туяса̄лыглаӈкве|пинать|
4248|туясаӈкве|толкнуть|
4249|туясаӈкве|пнуть|
4250|тыг|глаг.прист.|
4251|тыг|со значением сюда|
4252|тыг-ва̄нттуӈкве|привести|
4253|тыг-ва̄ӈкуӈкве|приползти|
4254|тыг-во̄вуӈкве|вызвать|
4255|тыг-ке̄туӈкве|прислать|
4256|тыг-лаквтуӈкве|придвинуть|
4257|тыг-тахамтаӈкве|скатиться|
4258|тыг-тотуӈкве|принести|
4259|тыг-тыламлаӈкве|прилететь|
4260|тыг-харттуӈкве|притащить|
4261|тыг-ёхталаӈкве|приходить|
4262|тыг-ёхталаӈкве|приезжать|
4263|тыг-ёхтуӈкве|прийти|
4264|тыг-ёхтуӈкве|приехать|
4265|тыгле|сюда|
4266|тыгле-тувле|туда-сюда|
4267|тыгыл||нареч.
4268|тыгыл|отсюда|
4269|тыламла̄луӈкве|лететь|
4270|тыламла̄нтуӈкве|порхать|
4271|тыламлаӈкве|полететь|
4272|тыламлаӈкве|вспорхнуть|
4273|тымус|поныне|
4274|тын|цена|
4275|тын|стоимость|
4276|тынала̄лыглаӈкве|продавать|
4277|тыналахтуӈкве|торговать|
4278|тыналаӈкве|продать|
4279|тынта̄л|дешёвый|
4280|тынта̄лысь|дёшево|
4281|тынтлуӈкве|мять кожу|при выделке
4282|тынтлыл|выделка шкуры|
4283|тыныл йӣв|жердь|прижимающая берестяной покров чума
4284|тынылтаӈкве|прижимать|берестяной покров чума
4285|тыныӈ|дорогой|
4286|тыныӈ|ценный|
4287|тыньсяӈ|аркан|
4288|тып кӯтюв|серёжка|на иве
4289|тып кӯтюв|вербе|
4290|тыпгалаӈкве|блуждать|
4291|тыпйив|тальник|
4292|тыпйив|ива|
4293|тыпйив|верба|
4294|тыпуӈкве|потеряться|
4295|тыпуӈкве|заблудиться|
4296|тыпыгла̄луӈкве|теряться|
4297|тыпыгла̄луӈкве|блуждать|
4298|тыпылматуӈкве|потерять|
4299|тыпылтаӈкве|терять|
4300|тысавит||нареч.
4301|тысавит|столько|
4302|тыстувъяӈкве|вздохнуть|
4303|тыстувъяӈкве|загоревать|
4304|тыстувъяӈкве|вздохнуть|от горя
4305|тыстуӈкве|горевать|
4306|тыстуӈкве|вздыхать|
4307|тыстыл|горе|
4308|тыстыл|печаль|
4309|тыстылыӈ|горестный|
4310|тыстылыӈ|печальный|
4311|тыт|здесь|
4312|тыт|тут|
4313|тыт|основание|дерева
4314|тыттхатуӈкве|кормиться|
4315|тытуӈкве|намокнуть|
4316|тытуӈкве|отсыреть|
4317|тытылтаӈкве|намочить|
4318|тытылтаӈкве|смочить|
4319|тыхо̄тал|сегодня|
4320|тэ̄лапаӈкве|появиться|быстро
4321|тэ̄лтуптаӈкве|вырастить|о растениях
4322|тэ̄лтуӈкве|выращивать|о растениях
4323|тэ̄луӈкве|расти|о растениях
4324|тэ̄лы|зима|
4325|тэ̄лы|зимний|
4326|тэ̄лы|зимой|
4327|тэ̄лыглап|путаница|
4328|тэ̄лыглаӈкве|перемешаться|
4329|тэ̄лыглаӈкве|заблудиться|
4330|тэ̄лыгтаӈкве|смешать|
4331|тэ̄лыгтаӈкве|спутать|
4332|тэ̄лымаӈкве|настать|о зиме
4333|тэ̄лымтаӈкве|зимовать|
4334|тэ̄нут|пища|
4335|тэ̄нут-айнут|пища|еда и питье
4336|тэ̄п|пища|
4337|тэ̄п|корм|
4338|тэ̄пкан|огород|
4339|тэ̄пкан|поле|хлебное
4340|тэ̄пхӯрыг|желудок|
4341|тэ̄пъялаӈкве|есть|не спеша
4342|тэ̄рнлахтуӈкве|сражаться|
4343|тэ̄рпи|лекарство|
4344|тэ̄синта̄луӈкве|отведывать|
4345|тэ̄синта̄луӈкве|пробовать пищу|
4346|тэ̄синтаӈкве|попробовать|
4347|тэ̄синтаӈкве|отведать пищу|
4348|тэ̄тал|голодный|
4349|тэ̄тал олуӈкве|голодать|
4350|тэ̄ӈкве|есть|
4351|тэ̄ӈкве|кушать|
4352|тэ̄ӈкве|гореть|про огонь
4353|тэлыгтахтуӈкве|смешаться|
4354|тэлыгтахтуӈкве|спутаться|
4355|тю̄пыӈ|любезный|
4356|тю̄пыӈ|любимый|
4357|тӯюӈкве|выпадать|о снеге
4358|тя̄ка|огонь|детская речь
4359|тя̄лгуӈкве|звенеть|
4360|тӯя|весна|
4361|тӯяг|весной|
4362|уйгалаӈкве|плавать|
4363|уйлыгтаӈкве|подплыть|находясь в воде
4364|уймыгтаӈкве|поплыть|
4365|уля|огонь|
4366|умгасаӈкве|промычать|
4367|умгуӈкве|мычать|
4368|уми|дупло|
4369|уми|гнездо|на дереве
4370|унсах|мост|
4371|унсах|переправа|
4372|унсупта̄лыглаӈкве|переправлять|через реку
4373|унсуптаӈкве|переправить|через реку
4374|унсуӈкве|переправиться|через реку
4375|унсыгла̄луӈкве|переправляться|через реку
4376|уп|тесть|отец жены
4377|уп|деверь|старший брат жены
4378|ур|гора|
4379|ур|возвышенность|
4380|урак|покой|
4381|уракта̄л|нетерпеливый|
4382|уральтан|проверочный|
4383|уральтаӈкве|проведать|
4384|уральтаӈкве|проверить|
4385|урам|бугор|
4386|урам|пригорок|
4387|урамыӈ|холмистый|
4388|урамыӈ|выпуклый|
4389|уркасаӈкве|соврать|
4390|уркасаӈкве|обмануть|
4391|уркуӈкве|обманывать|
4392|уркуӈкве|лгать|
4393|уркыӈ|лживый|
4394|урмыгтахтуӈкве|насторожиться|
4395|уртуӈкве|делить|
4396|уртхатуӈкве|делиться|
4397|урты|часть|
4398|уртыгла̄луӈкве|распределять|
4399|урум|худой|
4400|урум|тощий|
4401|уруӈкве|худеть|
4402|урык|ложь|
4403|урык|обман|
4404|усь|только что|
4405|усьты|только что|
4406|усьты|сейчас|
4407|ут|вещь|
4408|ут|предмет|
4409|уюӈкве|плыть|
4410|уюв|утка-свиязь|
4411|ха̄йт|бег|
4412|ха̄йтала̄луӈкве|сватать|
4413|ха̄йталаӈкве|сосватать|
4414|ха̄йталтахтуӈкве|броситься бежать|
4415|ха̄йталтахтуӈкве|помчаться|
4416|ха̄йталтаӈкве|побежать|
4417|ха̄йтантаӈкве|бежать|тихонько
4418|ха̄йтантаӈкве|не спеша|
4419|ха̄йтахум|сват|
4420|ха̄йтлыгтаӈкве|прибежать|
4421|ха̄йтлыгтаӈкве|подбежать|
4422|ха̄йтмыгтаӈкве|побежать|
4423|ха̄йтнут|волк|табу
4424|ха̄йтталаӈкве|сбегать|
4425|ха̄йттуӈкве|нести|
4426|ха̄йттуӈкве|волочить|
4427|ха̄йттуӈкве|уносить что-либо бегом|
4428|ха̄йтумлаӈкве|начать бежать|
4429|ха̄йтупа|мост|
4430|ха̄йтуӈкве|бежать|
4431|ха̄йтыгтаӈкве|бегать|
4432|ха̄йтыл||нареч.
4433|ха̄йтыл|бегом|
4434|ха̄ль|берёза|
4435|ха̄львит|сок|берёзовый
4436|ха̄льйив|древесина|из берёзы
4437|ха̄льсав|серёжка|на берёзе
4438|ха̄ляси|березняк|
4439|ха̄ляси|берёзовый лесок|
4440|ха̄п|лодка|
4441|ха̄пка|осина|
4442|ха̄р|бык-олень|производитель
4443|ха̄рмис|бык|
4444|ха̄рсил|треск-хруст|
4445|ха̄рсюӈкве|трещать|о ветках
4446|ха̄рсялтахтуӈкве|захрустеть|
4447|ха̄рсялтахтуӈкве|затрещать|о ветках
4448|ха̄рсялтаӈкве|треснуть чем-либо|
4449|ха̄рсятаӈкве|хрустнуть|
4450|ха̄рсятаӈкве|треснуть|о ветках
4451|ха̄ссы|плесень|
4452|ха̄ссытаӈкве|покрыться плесенью|
4453|ха̄ста̄л|неумеющий|
4454|ха̄ста̄л|неопытный|
4455|ха̄хмил|подъём|на горе
4456|ха̄хмыгтаӈкве|полезть|вверх
4457|ха̄хтуӈкве|заразить|
4458|ха̄хтхатуӈкве|заразиться|
4459|ха̄ӈла|порог|
4460|ха̄ӈла|перекат|на реке
4461|ха̄ӈлаӈ|порожистый|о реке
4462|ха̄ӈхай|осока|
4463|ха̄ӈхуӈкве|взобраться|
4464|ха̄ӈхуӈкве|влезть|
4465|ха̄ӈхыглаӈкве|взбираться|
4466|ха̄ӈхыглаӈкве|влезать|
4467|ха̄ӈхылтап|лестница|
4468|ха̄ӈылпатта|пазуха|подмышки
4469|хал|промежуток|
4470|хал|щель|
4471|халмалтахтуӈкве|поссориться|
4472|халмалтаӈкве|поссорить|
4473|халталаӈкве|раскалывать|
4474|халыта̄луӈкве|раскалывать|
4475|халытаӈкве|расколоть|
4476|хальп|верхний слой берёсты|
4477|халэв|чайка|
4478|ханасьлаӈкве|виснуть|
4479|ханасьлаӈкве|болтаться|в воздухе
4480|ханисьта̄лыглаӈкве|изучать|
4481|ханисьтанут|предмет изучения|
4482|ханисьтахтуӈкве|учиться|
4483|ханисьтахтуӈкве|обучаться|
4484|ханисьтахтын а̄гирись|ученица|школьница
4485|ханисьтахтын ва̄рмаль|учёба|
4486|ханисьтахтын пы̄грись|ученик|школьник
4487|ханисьтаӈкве|учить|
4488|ханисьтаӈкве|обучать|
4489|ханлуӈкве|приклеить|
4490|ханлуӈкве|прилепить|
4491|ханлыгла̄луӈкве|приклеивать|
4492|ханлыгла̄луӈкве|прилеплять|
4493|ханса|узор|
4494|ханса|орнамент|
4495|хансаӈ|пёстрый|
4496|хансаӈ|узорчатый|
4497|хансуӈкве|орнаментировать|
4498|хансуӈкве|писать|
4499|хансыгла̄луӈкве|писать|
4500|хансыгла̄луӈкве|записывать|неоднократно
4501|хансымут|запись|
4502|хант|сера|в ушах
4503|ханты|ханты|остяк
4504|ханувъяптуӈкве|приклеить|
4505|ханувъяптуӈкве|прилепить|
4506|ханувъяӈкве|прилипнуть|
4507|ханувъяӈкве|приклеиться|
4508|хануӈкве|висеть|
4509|хануӈкве|прилипать|
4510|ханьсигла̄луӈкве|отгадывать|
4511|ханьсигла̄луӈкве|узнавать|
4512|ханьсювла̄лыглаӈкве|привыкать|
4513|ханьсювлап|навык|
4514|ханьсювлап|привычка|
4515|ханьсювлаӈкве|привыкнуть|
4516|ханьсювлаӈкве|научиться|
4517|ханьсюӈкве|отгадать|
4518|ханьсюӈкве|узнать|
4519|ханюв|глупец|
4520|ханюв|осёл|
4521|хара|редкий|о лесе
4522|харама̄|поле|равнина
4523|хартата̄луӈкве|таскать|
4524|хартата̄луӈкве|носить|
4525|хартата̄луӈкве|возить|
4526|хартуӈкве|тянуть|
4527|хартуӈкве|тащить|
4528|хартхатуӈкве|тянуться|
4529|хартыглаӈкве|таскать|
4530|хартыглаӈкве|скрести|скребком
4531|харумтаӈкве|погасить|быстро
4532|харыгла̄нтуӈкве|меркнуть|о звёздах
4533|харыгла̄нтуӈкве|гаснуть|об огне
4534|харыглаӈкве|потухнуть|
4535|харыглаӈкве|погаснуть|
4536|харыгта̄лыглаӈкве|тушить|
4537|харыгта̄лыглаӈкве|гасить|
4538|харыгтаӈкве|потушить|
4539|харыгтаӈкве|погасить|
4540|харӈаиӈ|ржавый|
4541|харӈай|ржавчина|
4542|харӈайтаӈкве|ржаветь|
4543|хас|тальник|
4544|хасап|полог|
4545|хаслы|мох|
4546|хаслытаӈкве|обрасти мхом|
4547|хаслытаӈкве|покрыться мхом|
4548|хаслыӈ|мшистый|
4549|хаснут|написанное|
4550|хаснэ̄йив|карандаш|
4551|хассумта̄нтуӈкве|подёргивать|
4552|хассумтахтыглаӈкве|подёргиваться|
4553|хассумтаӈкве|дёрнуть|
4554|хассумтаӈкве|рвануть|
4555|хассылтаӈкве|выписать|газету
4556|хассылтаӈкве|журнал|
4557|хастул|почерк|
4558|хасуӈкве|оснащать сеть|
4559|хасуӈкве|перевязывать груз|
4560|хасхатуӈкве|расписаться|
4561|хасхатуӈкве|записаться|
4562|хасыл|верёвка|для крепления груза на нарте
4563|хасьгалаӈкве|узнавать|
4564|хасьлум|рваный|
4565|хасьлум|изношенный|
4566|хасьлуптаӈкве|изорвать|
4567|хасьлуптаӈкве|истрепать|
4568|хасьлуптаӈкве|износить|
4569|хасьлуӈкве|рваться|
4570|хасьлуӈкве|изнашиваться|
4571|хасьта̄л|незнакомый|
4572|хатань|татарин|
4573|хиласаӈкве|копнуть|
4574|хиласьлахтуӈкве|копаться|
4575|хиласьлахтуӈкве|рыться|
4576|хилиӈ|опасный|
4577|хилиӈ|тревожный|
4578|хилуӈкве|копать|
4579|хилуӈкве|рыть|
4580|хильта̄л|безопасный|
4581|хильта̄л|спокойный|
4582|хиньсяра̄луӈкве|кривляться|
4583|хиньсяра̄луӈкве|изгибаться|
4584|хисатаӈкве|поскользнуться|
4585|хисьра|изогнутый|
4586|хӯл|рыба|
4587|хӯлвой|рыбий жир|
4588|хӯлигла̄луӈкве|оставлять|
4589|хӯлиглаӈкве|оставлять временно|
4590|хӯлмыгтаӈкве|заночевать|
4591|хӯлп сам|ячея|сети
4592|хӯлпъяӈкве|сетковать|ловить рыбу сетью
4593|хӯлтмалта̄лыглаӈкве|сообщать|
4594|хӯлтмалта̄лыглаӈкве|объявлять|
4595|хӯлтмалтаӈкве|сообщить|
4596|хӯлтмалтаӈкве|объявить|
4597|хӯлтуӈкве|показать|
4598|хӯлтуӈкве|подсказать|
4599|хӯлтхатуӈкве|признаться|
4600|хӯлтхатуӈкве|сознаться|
4601|хӯлтхатыгла̄луӈкве|признаваться|
4602|хӯлтхатыгла̄луӈкве|сознаваться|
4603|хӯлтыглаӈкве|показывать|
4604|хӯлтыглаӈкве|подсказывать|
4605|хӯлтыглаӈкве|выдавать кого-либо|
4606|хӯлтэп|выдра|
4607|хӯлуп|сеть|
4608|хӯлуп|сетка|рыболовная
4609|хӯлуӈкве|ночевать|
4610|хӯлуӈкве|слышать|
4611|хӯлхатуӈкве|слышаться|
4612|хӯлхатуӈкве|чувствовать|
4613|хӯлыглаӈкве|слышать|
4614|хӯльм|пепел|
4615|хӯльм|зола|
4616|хӯлюӈкве|оставить|
4617|хӯнсхатуӈкве|обжечь|про крапиву
4618|хӯнт|котомка|
4619|хӯнт хӯрыг|котомка|
4620|хӯнтала̄луӈкве|слушать|
4621|хӯнтала̄луӈкве|прислушиваться|
4622|хӯнталахтуӈкве|прислушаться|
4623|хӯнталахтыглаӈкве|прислушиваться|
4624|хӯнтамлаӈкве|услышать|
