|target|source|comment
5012|хитяӈ|утёс|
5013|холтантаӈкве|расходовать|
5014|холтантаӈкве|тратить|
5015|холтантаӈкве|уничтожать|
5016|холтуӈкве|истратить|
5017|холтуӈкве|уничтожить|
5018|холтуптаӈкве|истратить|
5019|холтуптаӈкве|израсходовать|
5020|холтуптаӈкве|покончить|
5021|холуӈкве|кончить|
5022|холуӈкве|кончиться|
5023|холыт|завтра|
5024|холыт|завтрашний|
5025|хоми-хутуӈкве|наклониться|
5026|хоптуӈкве|кричать|о глухаре
5027|хорталтаӈкве|залаять|
5028|хорталтахтуӈкве|залаять|
5029|хосувлаӈкве|взмахнуть|
5030|хосувлаӈкве|махнуть|
5031|хосувлаӈкве|хлестнуть|
5032|хот-а̄ӈхвуӈкве|снять|одежду
5033|хот-а̄ӈхвуӈкве|обувь|
5034|хот-арыгтаптантуӈкве|увольнять|
5035|хот-а̄хвсала̄нтуӈкве|раздевать|
5036|хот-лэ̄вата̄нтуӈкве|вынимать|
5037|хот-ниртала̄лыглаӈкве|забирать|
5038|хот-ойталахтуӈкве|расстегнуться|
5039|хот-ойтыгпаӈкве|отцепить|
5040|хот-ойтыгпаӈкве|расстегнуть|
5041|хораяӈкве|разгореться|быстро
5042|холыт хōтал|завтрашний день|
5043|холытан|завтра|
5044|холытан|завтрашний|
5045|хоми|ничком|
5046|хоми-хӯтыгла̄луӈкве|наклоняться|
5047|хоми-хӯтылта̄лыглаӈкве|наклонять|
5048|хоми-хӯтылтаӈкве|наклонить|
5049|хомле|как|
5050|хомле|что|
5051|хомыл|чудак|
5052|хопгалтахтуӈкве|звукоподражание крику глухаря|
5053|хопсат|коричневый|
5054|хорам|украшение|
5055|хорамлахтыгла̄луӈкве|наряжаться|
5056|хорамта̄лыглаӈкве|украшать|
5057|хорамтаӈкве|украшать|
5058|хорамтаӈкве|украсить|
5059|хорамтаӈкве|убрать|помещение
5060|хорамыӈ|наряд|
5061|хорамыӈ|нарядный|
5062|хорамыӈ|красивый|
5063|хорамыӈ лӯпта|цветок|
5064|хоргуӈкве|полыхать|о пламени
5065|хори|болото|с кочками
5066|хори|где растёт голубика|
5067|хорт|лай|
5068|хортуӈкве|лаять|
5069|хорыстаӈкве|шелестеть|
5070|хорыстаӈкве|шуршать|
5071|хорыстаӈкве|полыхать|о пламени
5072|хоса|длинный|
5073|хоса|далёкий|
5074|хосаг ва̄рантаӈкве|удлинять|
5075|хосаг е̄мтантаӈкве|удлиняться|
5076|хосаг ню̄нсуӈкве|тянуться|
5077|хосала̄глуп|длинноногий|
5078|хосан|далеко|
5079|хосаныл|издалека|
5080|хосаныл|издали|
5081|хосат|дальний|
5082|хосат|далеко|
5083|хосат|вдали|
5084|хосат|вдалеке|
5085|хосгалтаӈкве|замахать|
5086|хосгалтахтуӈкве|закачаться|
5087|хосгасьлаӈкве|помахать|
5088|хосгасьлаӈкве|потрепать|
5089|хосгасьлаӈкве|потрясти|
5090|хосгуӈкве|махать|
5091|хосгуӈкве|качать|
5092|хосгуӈкве|хлестать|
5093|хосувлахтуӈкве|качнуться|
5094|хосувлахтуӈкве|метнуться|
5095|хот-ōсюӈкве|удивиться|
5096|хот-ōсюӈкве|увлечься|
5097|хот-ōсюӈкве|уставиться|
5098|хот||гл. прист. указывает на интенсивность действия или обособление одного предмета от другого
5099|хот-арыгтаптуӈкве|уволить|
5100|хот-а̄хвсалахтуӈкве|раздеться|
5101|хот-а̄хвсалахтыгла̄луӈкве|раздеваться|
5102|хот-воигла̄луӈкве|убирать|
5103|хот-воигла̄луӈкве|отнимать|
5104|хот-войлыгла̄луӈкве|отнимать|
5105|хот-войлыгла̄луӈкве|забирать|
5106|хот-войлыгла̄луӈкве|убирать|
5107|хот-войхатуӈкве|уволиться|с работы
5108|хот-воськасаӈкве|отбросить|
5109|хот-ёрувлаӈкве|забыть|
5110|хот-ёрувлаӈкве|позабывать|
5111|хот-кӯнитаӈкве|прогнать|грубо
5112|хот-ловтуӈкве|умыть|
5113|хот-ловтхатуӈкве|вымыться|
5114|хот-ловтхатуӈкве|умыться|
5115|хот-лыӈкве|отбросить|
5116|хот-лыӈкве|сбросить|
5117|хот-лэ̄ватаӈкве|вынуть|
5118|хот-манумтаӈкве|вырвать|
5119|хот-манумтаӈкве|оторвать|
5120|хот-манумтаӈкве|сорвать|
5121|хот-манумтаӈкве|порвать|
5122|хот-манумтахтуӈкве|вырваться|
5123|хот-маныгта̄лыглаӈкве|ощипывать|
5124|хот-маныгта̄лыглаӈкве|срывать|
5125|хот-маныгтаӈкве|щипать|
5126|хот-маныгтаӈкве|ощипать|
5127|хот-маныгтаӈкве|рвать|
5128|хот-матуӈкве|состариться|
5129|хот-мовалаӈкве|рассмеяться|
5130|хот-мовалаӈкве|засмеяться|
5131|хотмус|как-нибудь|
5132|хотмус|как-то|
5133|хотмус|каким-либо образом|
5134|хот-нилюӈкве|очистить|
5135|хот-нилюӈкве|снять|кору с дерева
5136|хот-нилюӈкве|чешую|
5137|хот-нирумтаӈкве|захватить|
5138|хот-нирумтаӈкве|вырвать|из рук
5139|хот-ня̄влуӈкве|отогнать|
5140|хот-ня̄влуӈкве|прогнать|
5141|хот-ня̄влуӈкве|свергнуть|
5142|хот-няртумтаӈкве|взять|
5143|хот-няртумтаӈкве|отобрать|
5144|хот-оймахтуӈкве|вырваться|
5145|хот-оргыгла̄луӈкве|расчёсывать|
5146|хот-оюӈкве|убежать|
5147|хот-оюӈкве|скрыться|от кого-л.
5148|хот-пōилтта̄лыглаӈкве|выключать|мотор
5149|хот-пōилтта̄лыглаӈкве|радио|
5150|хот-пōйтуӈкве|перестать|
5151|хот-пōйтыгла̄луӈкве|переставать|
5152|хот-пōльтуӈкве|заморозить|
5153|хот-пōлюӈкве|замёрзнуть|
5154|хот-пōлюӈкве|остыть|
5155|хот-пōлянтаӈкве|остывать|
5156|хот-пōхлаптахтуӈкве|застегнуться|
5157|хот-патуӈкве|отпасть|
5158|хот-патуӈкве|отняться|
5159|хот-па̄хвтуӈкве|сбрасывать|
5160|хот-пе̄стуӈкве|отвязать|
5161|хот-пе̄стуӈкве|развязать|
5162|хот-пе̄стыгла̄луӈкве|развязывать|
5163|хот-поклуӈкве|лопаться|
5164|хот-покматуӈкве|лопнуть|
5165|хот-порыгмаӈкве|выпрыгнуть|
5166|хот-посуӈкве|выстирать|
5167|хот-пуруӈкве|загрызть|
5168|хот-рōӈхалтахтуӈкве|зареветь|
5169|хот-рōӈхувлаӈкве|вскрикнуть|
5170|хот-рагатаӈкве|выпасть|
5171|хот-регтыглаӈкве|вспотеть|
5172|хот-рохтуӈкве|испугаться|
5173|хот-рохтуптахтуӈкве|растеряться|
5174|хот-рохтуптахтуӈкве|прийти в замешательство|
5175|хот-сōпа̄витаӈкве|убрать|с глаз 
5176|хот-сōпа̄витаӈкве|ликвидировать|
5177|хот-сōсантаӈкве|выливать|
5178|хот-сōсуӈкве|вылить|
5179|хот-сōсуӈкве|слить|
5180|хот-са̄грапаӈкве|срубить|
5181|хот-саилтаӈкве|испортить|
5182|хот-саилтаӈкве| сгноить|
5183|хот-саквала̄лыглаӈкве|разбиваться|
5184|хот-саквалаӈкве|разбиться|
5185|хот-саквата̄лыглаӈкве|разбивать|
5186|хот-саквата̄нтуӈкве|разрушать|
5187|хот-сакватаӈкве|разбить|
5188|хот-сакватаӈкве|разрушить|
5189|хот-сакватаӈкве|повредить|
5190|хот-сакылтаӈкве|испортить|
5191|хот-сартуӈкве|отпилить|
5192|хот-сартуӈкве|спилить|
5193|хот-сё̄пита̄лыглаӈкве|исправлять|
5194|хот-сё̄питаӈкве|исправить|
5195|хот-сё̄питаӈкве|отремонтировать|
5196|хот-сё̄питаӈкве|разделать|рыбу
5197|хот-солволтаӈкве|засолить|
5198|хот-сыстамта̄нтуӈкве|очищать|
5199|хот-сыстамтаӈкве|вычистить|
5200|хот-сыстамтаӈкве|очистить|
5201|хот-сыстамтаӈкве|расчистить|
5202|хот-сыстамтаӈкве|расчищать|
5203|хот-сэ̄гуӈкве|вытереть|
5204|хот-сэ̄гуӈкве|стереть|
5205|хот-сэ̄гхатуӈкве|вытереться|
5206|хот-сэ̄гхатыгла̄луӈкве|вытираться|
5207|хот-сэ̄гхатыгла̄луӈкве|обтираться|
5208|хумус|как|
5209|хумус|каким образом|
5210|хӯлигла̄луӈкве|оставлять|не брать с собой
5211|хусап|коробка|
5212|хурахлан|тревожный|
5213|хунь|когда|
5214|хунь|разве|
5215|хультум|прошлый|
5216|хультум|истекший|
5217|хультум|оставшийся|
5218|хӯл алысьлап|рыбалка|
5219|хӯл алысьлап|рыбная ловля|
5220|хот-сэ̄гыгла̄луӈкве|вытирать|
5221|хӯлтмалтаӈкве|сообщить|
5222|хӯлыӈ|рыбный|
5223|хурупкве|корочка|
5224|ма̄н китыт эта̄жт ōлэ̄в|мы живём на втором этаже|
5225|экран|экран|
5226|щётка|щётка|сыстамта̄нут
5227|щи|щи|исмит наме
5228|шар|шар|
5229|шарф|шарф|
5230|шахмат|шахматы|
5231|шахта|шахта|
5232|шахтёр|шахтёр|
5233|шашкат|шашкат|
5234|шина|шина|
5235|шкōла|школа|
5236|шкаф|шкаф|
5237|шофёр|шофёр|
5238|чемода̄н|чемодан|
5239|число|число|
5240|цапля|цапля|тавлыӈ ӯй наме
5241|це̄нтнер|центнер|пусмаклан мера
5242|цӣфра|цифра|
5243|хум|мужчина|
5244|хум|мужик|
5245|хот-ся̄гтуӈкве|обрадоваться|
5246|хот-ся̄гылттаӈкве|обрадовать|
5247|хот-тōлматуӈкве|оторваться|
5248|хот-тōсуӈкве|высохнуть|
5249|хотталь|куда-нибудь|
5250|хотталь пōстхатуӈкве|целиться|
5251|хотталь сялтапаӈкве|скрыться|
5252|хотталь сялтуӈкве|умереть|
5253|хотталь тыламла̄луӈкве|улететь|
5254|хотталь тыламла̄луӈкве|слетать|
5255|хотталь э̄руӈкве|требоваться|
5256|хоттальта|куда-то|
5257|хот-та̄ратаӈкве|освободить|
5258|хот-та̄ратаӈкве|отпустить|
5259|хот-та̄ртаӈкве|освободить|
5260|хот-та̄ртаӈкве|отпустить|
5261|хот-толтыгла̄луӈкве|выплавлять|
5262|хот-толтыгла̄луӈкве|оттаивать|
5263|хот-толтыгла̄луӈкве|растапливать|
5264|хот-толуӈкве|растаять|
5265|хот-тӯйтуӈкве|прятать|
5266|хот-тӯйтуӈкве|спрятать|
5267|хот-тӯйтуӈкве|укрыть|
5268|хот-тӯйтхатуӈкве|прятаться|
5269|хот-тӯйтхатуӈкве|спрятаться|
5270|хот-тӯйтхатуӈкве|укрыться|
5271|хот-тӯлматаӈкве|украсть|
5272|хот-туясаӈкве|столкнуть|
5273|хотты|кто-нибудь|
5274|хотты|что-нибудь|
5275|хоттыл тыламлаӈкве|улететь|
5276|хот-тыпуӈкве|заблудиться|
5277|хот-тэ̄лыгтаӈкве|путать|
5278|хот-тэ̄лыгтаӈкве|перепутать|
5279|хот-хōлувъяӈкве|вянуть|
5280|хот-хōлувъяӈкве|увядать|
5281|хот-харыглаӈкве|погаснуть|
5282|хот-харыгтаӈкве|погасить|
5283|хот-хассумтаӈкве|вырвать|
5284|хот-хассумтаӈкве|выхватить|
5285|хот-хилуӈкве|разрыть|
5286|хот-хилуӈкве|раскопать|
5287|хот-хосгуӈкве|подмести|
5288|хот-хосгыгла̄луӈкве|подметать|
5289|хотхуйпулув|шестнадцать|
5290|хотъют|кто|
5291|хотъют|чей|
5292|хоты|который|
5293|хотыл|откуда|
5294|хотыл|откуда-нибудь|
5295|хотыл натмыгтаӈкве|уплыть|
5296|хотыл нёруӈкве|уползти|
5297|хотыл оигла̄луӈкве|убегать|
5298|хотыл оюӈкве|убежать|
5299|хотыл сӯлиньтаӈкве|ускакать|
5300|хотыл сунсым хансуӈкве|списать|
5301|хотыл сунсым хансыгла̄луӈкве|списывать|
5302|хотыл сунсым хаснэ ва̄рмаль|списывание|
5303|хот-яктапаӈкве|срезать|быстро
5304|хот-яктуӈкве|отрезать|
5305|хот-яктуӈкве|вырезать|
5306|хот-якытлаӈкве|вырезать|
5307|хот-якытлаӈкве|разрезать|
5308|хӯйтуӈкве|страдать|
5309|хӯйтуӈкве|переживать|скрытно
5310|хӯйтым матыр ōвылтыт номсуӈкве|беспокоиться|
5311|хӯл алысьлан хōтпа|рыбак|
5312|хӯл алысьлан хōтпа|рыболов|
5313|хӯл вōй|рыбий жир|
5314|хулах|ворон|
5315|хӯлп|сетка|
5316|хӯлп|сеть|рыболовная
5317|хӯлтнэ|объяснение|
5318|хӯлтуӈкве|показать|
5319|хӯлтуӈкве|выдать|кого-л. 
5320|хӯлтуӈкве|подсказать|
5321|хӯлтуӈкве|указать|
5322|хӯлтуӈкве|объяснить|
5323|хӯлтхатуӈкве|признаться|
5324|хӯлтхатуӈкве|сознаться|
5325|хӯлтыгла̄луӈкве|объяснять|
5326|хӯлтыгла̄луӈкве|указывать|
5327|хӯлтыгла̄луӈкве|выдавать|
5328|хӯлтыгла̄ӈкве|подсказывать|
5329|хӯлтыгла̄ӈкве|показывать|
5330|хӯлтыгла̄ӈкве|выдавать|
5331|хӯлтыл|указание|
5332|хӯлуӈкве|ночевать|
5333|хӯлуӈкве|переночевать|
5334|хӯлуп|сетка|
5335|хӯлуп|сеть|рыболовная
5336|хулы|канава|
5337|хулы|борозда|
5338|хулы|жёлоб|
5339|хулы|щель|
5340|хультгын па̄рт|поплавок|
5341|хультгуӈкве|держаться|на поверхности воды
5342|хультуӈкве|остаться|
5343|хультуптаӈкве|оставить|у себя
5344|хультыгла̄луӈкве|оставаться|
5345|хӯлюм|зола|
5346|хулюмхул|язь|
5347|хӯлюӈкве|оставить|
5348|хуманьсиӈ|стоять на задних лапах|о животном
5349|хумле|как|
5350|хумле|что|
5351|хумп|волна|
5352|хӯнсуӈкве|жечь|о крапиве
5353|хӯнтамлаӈкве|почувствовать|
5354|хӯнтамлаӈкве|послушаться|
5355|хӯнтамлаӈкве|прислушаться|
5356|хӯнтамлаӈкве|услыхать|
5357|хӯнтланэ̄г ва̄рантаӈкве|укрощать|
5358|хӯнтлаӈкве|слушать|
5359|хӯнтлаӈкве|слушаться|
5360|хӯнтлатта̄л|непослушный|
5361|хӯнтлуӈкве|слушать|
5362|хӯнтлуӈкве|слушаться|
5363|хунтлыгла̄луӈкве|выслушивать|
5364|хунтыль|крыса|
5365|хура|корыто|
5366|хурахлаӈкве|остерегаться|
5367|хурахлаӈкве|опасаться|
5368|хурахлаӈкве|побаиваться|
5369|хурахлаӈкве|тревожиться|
5370|хури|узор|
5371|хури|образ|
5372|хури|изображение|
5373|хури|портрет|
5374|хури|фотоснимок|
5375|хуриӈ|узорчатый|
5376|хуриӈ|красивый|
5377|хурип|цвет|
5378|хурип|похож|
5379|хурип|похоже|
5380|хӯрмит|третий|
5381|хӯрум|три|
5382|хӯрумса̄т|триста|
5383|хӯрумхойплов|тринадцать|
5384|хӯрумхуйпулув|тринадцать|
5385|хуруп|скорлупа|
5386|хуруп|корка|
5387|хӯрыг|мешок|
5388|хус|двадцать|
5389|хӯс|звезда|
5390|хӯтала̄луӈкве|гнуться|
5391|хӯтсуӈкве|гнуться|
5392|хӯтуӈкве|согнуться|
5393|хӯтылта̄нтуӈкве|загибать|
5394|хӯтылта̄нтуӈкве|наклонять|
5395|хӯтылтаӈкве|гнуть|
5396|хӯтылтаӈкве|загнуть|
5397|хӯтылтаӈкве|согнуть|
5398|хуюӈкве|лежать|
5399|хуюӈкве|спать|
5400|хуянтан тōр|простыня|
5401|электровоз|электровоз|
5402|э̄лмхōлас саватаӈкве|угнетать|
5403|э̄ти|ночью|
5404|э̄т|ночь|
5405|ла̄тыӈ юи ōвыл|конец слова|
5406|э̄твит|роса|
5407|э̄типа̄ла|вечер|
5408|э̄типа̄ла|вечерний|
5409|э̄типа̄лаг тэ̄нэ пора|ужин|
5410|юв||гл. прист. указывает на движение назад
5411|юв|внутрь предмета|
5412|юв-атхатуӈкве|собираться|вместе
5413|юв-аюӈкве|выпить|
5414|юв-аяла̄нтуӈкве|глотать|
5415|юв-ва̄ӈкуӈкве|вползти|
5416|юв-ёмыглаӈкве|возвращаться|
5417|юв-ёхтуӈкве|вернуться|
5418|ювле|домой|
5419|ювле|назад|
5420|ювле|обратно|
5421|ювле-а̄ӈкватаӈкве|оглянуться|
5422|ювле-воигла̄луӈкве|отбирать|
5423|ювле-воигла̄луӈкве|брать назад|
5424|ювле-ё̄хтуӈкве|возвратить|с пути
5425|ювле-ёхтуӈкве|возвратиться|
5426|ювле-ла̄вуӈкве|огрызнуться|
5427|ювле-ла̄вуӈкве|ответить|
5428|ювле-ла̄вуӈкве|возразить|
5429|ювле-ля̄галаӈкве|ответить|быстро
5430|ювле-минантаӈкве|отступать|
5431|ювле-минуӈкве|отступить|
5432|ювле-минэ арыг олн|сдача|
5433|ювле-потыртаӈкве|отвечать|
5434|ювле-холуӈкве|убывать|
5435|ювле-хультыглаӈкве|отставать|
5436|юв-лылаяӈкве|вздохнуть|
5437|юв-минмыгтаӈкве|начать возвращаться|
5438|юв-минуӈкве|возвращаться|
5439|юв-минуӈкве|идти|домой
5440|юв-ра̄туӈкве|заколотить|
5441|юв-ра̄туӈкве|вбить|
5442|юв-ра̄туӈкве|забить|
5443|юв-сялтапа̄лыглаӈкве|влетать|
5444|юв-сялтапа̄лыглаӈкве|входить|неоднократно
5445|юв-сялтапаӈкве|влететь|
5446|юв-сялтапаӈкве|вбежать|
5447|юв-сялтапаӈкве|забежать|
5448|э̄ква|женщина|
5449|э̄ква|замужняя женщина|
5450|э̄ква|жена|
5451|э̄ква|старуха|
5452|э̄кват ялпыӈ хōтал|женский день|
5453|э̄лаль||гл. прист. указывает на движение вперёд
5454|э̄лаль|дальше|
5455|э̄лаль-ōлнэ|будущий|
5456|э̄лаль-лю̄люӈкве|выступить|вперёд
5457|э̄лаль-нёвумта̄лыглаӈкве|трогаться|
5458|э̄лаль-нёвумтаӈкве|тронуться|
5459|э̄лаль-са̄вмалтаӈкве|развивать|
5460|э̄лаль-са̄вмалтаӈкве|умножать|
5461|э̄лаль-са̄вмалтаӈкве|увеличивать|
5462|э̄лаль-са̄вмантаӈкве|развиваться|
5463|э̄лаль-тактуӈкве|протянуть|
5464|э̄лаль-тотантаӈкве|продолжать|
5465|э̄лаль-тотуӈкве|продолжить|
5466|э̄лаль-хартуӈкве|протянуть|
5467|э̄лаль-хартхатуӈкве|протянуться|
5468|э̄лаль-хартыгла̄луӈкве|протягивать|
5469|э̄л-майлыгла̄луӈкве|отдавать|
5470|э̄лмхōлас|человек|
5471|э̄лмхōлас|человеческий|
5472|э̄лмхōлас ōлнэ тулэ|характер|
5473|э̄лмхōлас ōлнэ тулэ|манера себя вести|
5474|э̄лмхōлас пасьралаӈкве|угнетать|
5475|э̄лмхōлас саватан хōтпа|угнетатель|
5476|э̄лмхōлас саватпи|угнетение|
5477|э̄лн|далёкий|
5478|э̄лн|далеко|
5479|э̄лн|вдали|
5480|э̄лн|впереди|
5481|э̄л-нэ̄глуӈкве|обогнать|
5482|э̄л-нэ̄глуӈкве|перегнать|
5483|э̄л-нэ̄глыгла̄луӈкве|перегонять|
5484|э̄л-нявлуӈкве|прогнать|
5485|э̄л-ня̄влыгла̄луӈкве|отгонять|
5486|э̄л-оймыгтаӈкве|начать убегать|
5487|э̄л-оюӈкве|убежать|
5488|э̄л-поргуӈкве|ускакать|
5489|э̄л-поргуӈкве|удаляться|прыгая
5490|э̄л-сӯлиньтаӈкве|ускакать|
5491|э̄л-тотыглаӈкве|унести|
5492|э̄л-тотыглаӈкве|отнести|в сторону
5493|э̄л-тыламла̄нтуӈкве|улетать|
5494|э̄л-тыламлаӈкве|улететь|
5495|э̄л-ха̄йтуӈкве|отбежать|
5496|э̄л-хисатаӈкве|поскользнуться|
5497|э̄лы|дальний|
5498|э̄лы ōвыл|начало|
5499|э̄лы ōвыл|передняя часть|чего-л.
5500|э̄лы ма̄|даль|
5501|э̄лыл|издалека|
5502|э̄лы̄-пал|перёд|одежды
5503|э̄лыт|передовой|
5504|э̄лыт ōлнэ|передовой|
5505|э̄лыт ōлнэ|передний|
5506|э̄льмыӈ|липкий|
5507|э̄л-э̄ла||гл. прист. указывает на движение вперёд
5508|э̄л-э̄ла|далеко в сторону|
5509|э̄люм|клей|
5510|э̄люмтаӈкве|клеить|
5511|э̄нтап|пояс|
5512|э̄нтап|ремень|
5513|э̄нтап|кушак|
5514|э̄ӈамаӈкве|ржать|
5515|э̄ӈн|подбородок|
5516|э̄ӈн тус|борода|
5517|э̄ӈын|подбородок|
5518|э̄ргантаӈкве|напевать|
5519|э̄ргасьлаӈкве|распевать|
5520|э̄ргуӈкве|петь|
5521|э̄ргуӈкве|спеть|о человеке
5522|э̄ри|важно|
5523|э̄ри|надо|
5524|э̄ри|нужно|
5525|э̄рмыглаӈкве|понадобиться|
5526|э̄рнэ|нужный|
5527|э̄рнэ|полезный|
5528|э̄рнэ|важный|
5529|э̄рнэ|любимый|
5530|э̄рнэ сирыл|так|
5531|э̄рнэ сирыл|как нужно|
5532|э̄рнэ сирыл ва̄руӈкве|установить|
5533|э̄рнэ сирыл ва̄руӈкве|сделать так|
5534|э̄рнэ сирыл ва̄руӈкве|как надо|
5535|э̄рнэ сирыл хӯлтыт|совет|
5536|э̄рнэ торыг|вовремя|
5537|э̄рнэ торыг|в нужный момент|
5538|э̄рнэ хӯлтуӈкве|советовать|
5539|э̄рпасиӈ|ласковый|
5540|э̄рпыӈысь|ласково|
5541|э̄рттам|будто бы|
5542|э̄руӈкве|быть нужным|
5543|э̄руӈкве|требоваться|
5544|э̄руӈкве|нравиться|
5545|э̄рупса|любовь|
5546|э̄рупса|уважение|
5547|э̄руптаӈкве|любить|
5548|э̄руптап|любовь|
5549|э̄руптап|уважение|
5550|э̄руптахтуӈкве|ласкаться|
5551|э̄руптахтуӈкве|любить|друг друга
5552|э̄рыг|песня|
5553|э̄рыг ōвылматуӈкве|запеть|
5554|э̄рыг ōвылтаӈкве|запевать|
5555|э̄рыӈ|может|
5556|э̄рыӈ|может быть|
5557|э̄рыӈ|вероятно|
5558|э̄рыӈ|наверно|
5559|э̄рыӈпыл|может быть|
5560|э̄сгил|похвала|
5561|э̄сгил|почёт|
5562|э̄сгиӈ|похвальный|
5563|э̄сгуӈкве|хвалить|
5564|э̄сгуӈкве|похвалить|
5565|э̄ссамаӈкве|покраснеть|от стыда
5566|э̄ссамтан|робкий|
5567|э̄ссамтаӈкве|стыдиться|
5568|э̄ссамтым|робко|
5569|э̄ссыгхатуӈкве|хвастаться|
5570|э̄ссыгхатуӈкве|похвалиться|
5571|э̄ссыгхатуӈкве|хвалиться|
5572|э̄сырма|стыд|
5573|э̄сырма|позор|
5574|э̄сырма|стыдно|
5575|э̄сырма|позорно|
5576|э̄сь|сестра|младшая 
5577|э̄сь|младшая сестра отца|
5578|э̄сь|младшая двоюродная сестра|младше говорящего
5579|э̄типа̄лаг тэ̄ӈкве|ужинать|
5580|э̄ткотиль|полночь|
5581|э̄тэ-хōта̄лэ|сутки|
5582|электровōз пōезд тотыглы|электровоз везёт поезд|
5583|эссамаӈкве|покраснеть|
5584|эссамтаӈкве|стыдиться|
5585|эссамтаӈкве|стесняться|
5586|эссамтаӈкве|смущаться|
5587|этаж|этаж|
5588|ю̄нсхатуӈкве|заниматься шитьём|
5589|ю̄ныгтахтантаӈкве|ударяться|
5590|ю̄хуӈкве|быть в большой нужде|
5591|янытлан ва̄рмаль|почёт|
5592|яруӈкве|грызть|о грызунах
5593|ва̄ӈкрип|багор|
5594|мо̄ри|гвоздь|железный
5595|ю̄нтыгла̄луӈкве|шить|многократно
5596|а̄хвта̄спут|котёл|чугунный
5597|янгуй|лось|
5598|янгыг суссылтаӈкве|увеличить|
5599|я̄ӈкпольн э̄тпос|сентябрь|
5600|я̄нас|отдельный|
5601|я̄нас|врозь|
5602|я̄нас|отдельно|
5603|яга̄ги|сестра|
5604|я̄карь|якорь|
5605|я̄смил|полоса|
5606|яныг пилысьмакапай|ужас|
5607|якытлаӈкве|резать|
5608|якытлаӈкве|жать|
5609|якытлаӈкве|стричь|ногти
5610|касым ня̄раг|национальная обувь из дублённой кожи|
5611|я̄|река|
5612|я̄насыг|отдельный|
5613|я̄насыг|врозь|
5614|я̄насыг|отдельно|
5615|я̄нтум|сгустившийся|о жире
5616|я̄нтуӈкве|сгуститься|о жире
5617|я̄нтэв|тетива|лука
5618|я̄ӈк|лёд|
5619|я̄ӈк|белый|
5620|я̄ӈклӯймас|сосулька|
5621|я̄ӈкхарпа|беловатый|
5622|я̄ӈкыг е̄мтантаӈкве|белеть|
5623|я̄ӈкылма̄|болото|где растёт клюква
5624|я̄ӈкыӈ|ледяной|
5625|я̄рмак|шёлк|
5626|я̄рмак|шёлковый|
5627|я̄ртуӈкве|задержать|
5628|я̄ртыгла̄луӈкве|задерживать|
5629|я̄рум|беда|
5630|я̄рум|несчастье|
5631|я̄рум|нужда|
5632|я̄с|русло|
5633|я̄тил|милый|
5634|я̄тилыӈ|нежный|
5635|я̄тилыӈ|ласковый|
5636|я̄хул|чебак|
5637|ягпыг|брат|
5638|ялантаӈкве|ходить|много раз
5639|яласаӈкве|ходить|
5640|яласаӈкве|ездить|
5641|яласаӈкве|бродить|
5642|яласаӈкве|гулять|
5643|ялпыӈ|святой|
5644|ялпыӈ|священный|
5645|ялпыӈ ӯй|змея|
5646|ялпыӈ ӯй|змей|
5647|ялпыӈ ӯй|уж|
5648|ялпыӈ хо̄тал|праздник|
5649|ялтуӈкве|ожить|
5650|ялтуӈкве|зажить|о ране
5651|ялуӈкве|сходить|
5652|ялуӈкве|съездить|
5653|ялуп|живун|глубокое место на реке
5654|ялуп|где зимой скапливается рыба|
5655|ялыглаӈкве|топтать|
5656|ян|ловушка|
5657|янгысь|особенно|
5658|янгысь|даже|
5659|янмалта̄лыглаӈкве|выращивать|
5660|янмалтаӈкве|вырастить|
5661|янмалтаӈкве|воспитать|
5662|яныг|большой|
5663|яныг|крупный|
5664|яныг|великий|
5665|яныг|старший|
5666|яныг|главный|
5667|яныг|взрослый|
5668|яныг|заглавный|
5669|яныг ке̄ра̄ны|таз|
5670|яныг номтыӈ нак|способность|
5671|яныг па̄выл|село|
5672|яныгма̄нтаӈкве|подрастать|
5673|яныгма̄нтаӈкве|увеличиваться|
5674|яныгмаӈкве|расти|
5675|яныгмаӈкве|подрасти|
5676|яныгса̄т|сотня|
5677|яныгса̄т|сто|
5678|яныгса̄т та̄л|столетие|
5679|яныт|величина|
5680|яныт|размер|
5681|яныт|возраст|
5682|янытла̄лыглаӈкве|поздравлять|
5683|янытлан|достойный|
5684|янытлан|почётный|
5685|янытлан|уважаемый|
5686|янытлан|ценный|
5687|янытлан|поздравительный|
5688|янытлаӈкве|поздравлять|
5689|янытлаӈкве|поздравить|
5690|янытлаӈкве|чествовать|
5691|янытлаӈкве|почитать|
5692|янытлаӈкве|уважать|
5693|янытлаӈкве|ценить|
5694|янытлаӈкве|возвеличивать|
5695|янытлаӈкве|праздновать|
5696|янытлап|уважение|
5697|янытлахтуӈкве|гордиться|
5698|янытэ̄т|весь|
5699|янытэ̄т|целиком|
5700|япак|шёлк|
5701|ясли|ясли|
5702|ясса|правильный|
5703|ясса|понятно|
5704|ятри|тетерев|
5705|ятри|косач|
5706|ле̄ӈк|гвоздь|деревянный
5707|ю̄нсхатнэ|швейный|
5708|ю̄нтсалаӈкве|шить|
5709|ю̄нтсалаӈкве|вышивать|
5710|ю̄нтсалаӈкве|починять|одежду
5711|ю̄нтсаӈкве|починить|
5712|ю̄нтсаӈкве|чинить|
5713|ю̄нтсыгла̄луӈкве|чинить|много раз
5714|ю̄нтуӈкве|шить|
